date,systeme_id,asset_id,quantite,increment_usure
2026-01-01,SYS_061,AST_423D4A0A,2.222219,0.002479
2026-01-01,SYS_062,AST_DF15CD00,1.719423,0.002556
2026-01-01,SYS_063,AST_D0329DCA,3.181609,0.004261
2026-01-01,SYS_064,AST_17F990EB,2.390727,0.011798
2026-01-01,SYS_065,AST_5494F907,3.49785,0.004259
2026-01-01,SYS_066,AST_8CEA5E13,1.894177,0.001964
2026-01-01,SYS_067,AST_E8F0F8FA,3.48563,0.010212
2026-01-01,SYS_068,AST_07A3D466,1.40347,0.001356
2026-01-01,SYS_069,AST_7D12D3BA,2.290823,0.007982
2026-01-01,SYS_070,AST_751DEBD8,2.393267,0.003423
2026-01-01,SYS_071,AST_0D33A87C,6.083484,0.003356
2026-01-01,SYS_072,AST_87D86103,5.643239,0.009007
2026-01-01,SYS_073,AST_7E6F6879,1.482318,0.003754
2026-01-01,SYS_074,AST_3F6DFEE4,1.930858,0.003136
2026-01-01,SYS_075,AST_63020D67,3.980127,0.013133
2026-01-01,SYS_076,AST_F9EAD75F,4.19768,0.006884
2026-01-01,SYS_077,AST_D6F5AEB1,3.248003,0.003598
2026-01-01,SYS_078,AST_A226B50C,3.646057,0.003452
2026-01-01,SYS_079,AST_9E540E8D,5.534335,0.008941
2026-01-01,SYS_080,AST_84CF035A,3.018547,0.009621
2026-01-01,SYS_081,AST_3C08907F,1.423129,0.003642
2026-01-01,SYS_082,AST_96F0BDB6,4.106077,0.016845
2026-01-01,SYS_083,AST_2D937F05,4.514751,0.008956
2026-01-01,SYS_084,AST_68B38202,4.530741,0.009648
2026-01-01,SYS_085,AST_BD935B46,1.939327,0.00441
2026-01-01,SYS_086,AST_E9329958,5.264333,0.02506
2026-01-01,SYS_087,AST_696AE1F9,3.325816,0.007208
2026-01-01,SYS_088,AST_966B4732,4.084914,0.013033
2026-01-01,SYS_089,AST_818EEDC7,4.005249,0.015878
2026-01-01,SYS_090,AST_224924BC,1.533398,0.00189
2026-01-01,SYS_091,AST_E5A62422,1.542602,0.003171
2026-01-01,SYS_092,AST_31E640E4,1.510072,0.002687
2026-01-01,SYS_093,AST_FF45EF3E,2.536066,0.0091
2026-01-01,SYS_094,AST_A4ABA6F1,2.719086,0.009684
2026-01-01,SYS_095,AST_8346EDD8,1.212946,0.003214
2026-01-01,SYS_096,AST_D9B484A5,1.730925,0.002629
2026-01-01,SYS_097,AST_DB3B42E8,1.108013,0.0013
2026-01-01,SYS_098,AST_ADE3B0B2,2.756289,0.004218
2026-01-01,SYS_099,AST_0BC66D7B,3.5647,0.010936
2026-01-01,SYS_100,AST_DB6C945F,3.492387,0.00324
2026-01-01,SYS_101,AST_31FF6ABF,5.186486,0.022292
2026-01-01,SYS_102,AST_70E049C4,1.922634,0.000789
2026-01-01,SYS_103,AST_79C32D83,3.912954,0.009694
2026-01-01,SYS_104,AST_A35CBD38,4.746482,0.010604
2026-01-01,SYS_105,AST_9D4FF448,3.221566,0.007112
2026-01-01,SYS_106,AST_15A21174,2.430882,0.003082
2026-01-01,SYS_107,AST_0D8C78DD,4.080334,0.015888
2026-01-01,SYS_108,AST_46D80058,2.695158,0.004439
2026-01-01,SYS_109,AST_6E65BD48,1.769691,0.001461
2026-01-01,SYS_110,AST_0A5411A9,2.683749,0.003462
2026-01-01,SYS_111,AST_9937F170,1.943288,0.004195
2026-01-01,SYS_112,AST_B588FAB7,4.941786,0.004302
2026-01-01,SYS_113,AST_E33FC4DB,2.540824,0.003433
2026-01-01,SYS_114,AST_CC0EA848,3.195786,0.015983
2026-01-01,SYS_115,AST_144C9423,2.175807,0.006325
2026-01-01,SYS_116,AST_B59401CB,4.31791,0.003204
2026-01-01,SYS_117,AST_49B72CB9,1.159776,0.002222
2026-01-01,SYS_118,AST_F20B73B7,2.539061,0.003316
2026-01-01,SYS_119,AST_A0A794D5,2.039291,0.012573
2026-01-01,SYS_120,AST_2CCE737A,4.102814,0.008949
2026-01-01,SYS_121,AST_C7C2C46F,2.305158,0.003174
2026-01-01,SYS_122,AST_6ED37452,4.306865,0.013625
2026-01-01,SYS_123,AST_CE78A8B9,1.876521,0.007118
2026-01-01,SYS_124,AST_2D68ECA1,1.518097,0.00619
2026-01-01,SYS_125,AST_A6A211FF,5.533116,0.011998
2026-01-01,SYS_126,AST_22C75FBF,7.572009,0.007637
2026-01-01,SYS_127,AST_8C036B4A,3.044925,0.003761
2026-01-01,SYS_128,AST_2B53A3B5,3.995423,0.00872
2026-01-01,SYS_129,AST_4EA81653,2.645729,0.003335
2026-01-01,SYS_130,AST_FCB63FF0,2.245437,0.00436
2026-01-01,SYS_131,AST_F7F065BE,4.306823,0.006359
2026-01-01,SYS_132,AST_815D3777,3.366373,0.00432
2026-01-01,SYS_133,AST_7689B517,5.5587,0.012899
2026-01-01,SYS_134,AST_8084D65F,1.906194,0.002863
2026-01-01,SYS_135,AST_9F30E49B,2.116098,0.00621
2026-01-01,SYS_136,AST_B650253D,2.831849,0.003513
2026-01-01,SYS_137,AST_03FF0CFB,2.02751,0.003532
2026-01-01,SYS_138,AST_258EBD77,2.863526,0.014114
2026-01-01,SYS_139,AST_4D447F34,2.541701,0.005884
2026-01-01,SYS_140,AST_C04F52AE,4.150179,0.00716
2026-01-01,SYS_141,AST_D496D20D,2.757299,0.006667
2026-01-01,SYS_142,AST_422C3BA3,2.961687,0.009851
2026-01-01,SYS_143,AST_6A767784,3.157714,0.011007
2026-01-01,SYS_144,AST_F023E6FB,3.587774,0.009169
2026-01-01,SYS_145,AST_1554A7F6,2.567844,0.003124
2026-01-01,SYS_146,AST_2B8EFF20,3.14988,0.007785
2026-01-01,SYS_147,AST_AD9A5675,2.071712,0.006171
2026-01-01,SYS_148,AST_22F4379A,2.436706,0.00342
2026-01-01,SYS_149,AST_BDD39D47,3.202296,0.003688
2026-01-01,SYS_150,AST_585BC7C3,1.670591,0.004143
2026-01-01,SYS_151,AST_EE849A08,1.628599,0.002467
2026-01-01,SYS_152,AST_E1D2B150,2.452915,0.003813
2026-01-01,SYS_153,AST_59B9DA9F,2.589213,0.00302
2026-01-01,SYS_154,AST_C7BD577D,2.107654,0.0042
2026-01-01,SYS_155,AST_636A5519,3.387855,0.008529
2026-01-01,SYS_156,AST_316AA165,3.198467,0.01201
2026-01-01,SYS_157,AST_81DFF212,2.275898,0.007374
2026-01-01,SYS_158,AST_F397E7D5,5.704782,0.012558
2026-01-01,SYS_159,AST_FC685AF3,3.634632,0.021763
2026-01-01,SYS_160,AST_22E1642F,3.074435,0.01401
2026-01-01,SYS_161,AST_927FA79A,1.977831,0.003427
2026-01-01,SYS_162,AST_8755F9E5,4.401184,0.007862
2026-01-01,SYS_163,AST_A2F24717,4.632514,0.012295
2026-01-01,SYS_164,AST_F2182A76,2.578605,0.002153
2026-01-01,SYS_165,AST_704BDF7D,3.933641,0.014743
2026-01-01,SYS_166,AST_838D5B66,2.087639,0.016216
2026-01-01,SYS_167,AST_2B9FC2F0,2.688211,0.015204
2026-01-01,SYS_168,AST_3062B617,4.257601,0.002732
2026-01-01,SYS_169,AST_D9396E8E,4.691768,0.007923
2026-01-01,SYS_170,AST_D7A3AF82,2.10756,0.003065
2026-01-01,SYS_171,AST_061CADFF,4.848987,0.010174
2026-01-01,SYS_172,AST_EA3CA5E6,1.975645,0.00626
2026-01-01,SYS_173,AST_73FB3D50,1.920418,0.002711
2026-01-01,SYS_174,AST_C3D02BD3,2.671965,0.004233
2026-01-01,SYS_175,AST_114462C5,2.303412,0.005665
2026-01-01,SYS_176,AST_AC6E6F26,3.618862,0.004503
2026-01-01,SYS_177,AST_B401A0B1,4.349525,0.009783
2026-01-01,SYS_178,AST_C46D08E2,3.780678,0.007037
2026-01-01,SYS_179,AST_28787AB3,3.774608,0.003683
2026-01-01,SYS_180,AST_6A95DB36,1.203204,0.004346
2026-01-01,SYS_181,AST_662E4E9F,3.055935,0.008468
2026-01-01,SYS_182,AST_9EB87923,1.786151,0.00438
2026-01-01,SYS_183,AST_EAE9E399,4.002427,0.015722
2026-01-01,SYS_184,AST_B33DE17F,1.657347,0.007721
2026-01-01,SYS_185,AST_CA6DFA76,3.3978,0.003105
2026-01-01,SYS_186,AST_C3FB649A,1.378923,0.002838
2026-01-01,SYS_187,AST_67B1888C,2.0811,0.002881
2026-01-01,SYS_188,AST_0E682BBF,4.031995,0.020049
2026-01-01,SYS_189,AST_C7063B9F,2.054659,0.008502
2026-01-01,SYS_190,AST_8B1538D0,1.736407,0.005175
2026-01-01,SYS_191,AST_C965EB2A,2.038995,0.009032
2026-01-01,SYS_192,AST_45A72C72,2.393472,0.003132
2026-01-01,SYS_193,AST_D68307D8,3.1404,0.003995
2026-01-01,SYS_194,AST_0E0CA294,7.637799,0.008673
2026-01-01,SYS_195,AST_F5DB309E,5.421455,0.008286
2026-01-01,SYS_196,AST_FF5B85CA,1.45162,0.002911
2026-01-01,SYS_197,AST_9BC76EF1,2.441959,0.003079
2026-01-01,SYS_198,AST_32CC2B8C,2.473027,0.003991
2026-01-01,SYS_199,AST_62C0038C,2.595502,0.002845
2026-01-02,SYS_000,AST_C99D2BFF,4.92612,0.014171
2026-01-02,SYS_001,AST_B4CD098B,1.74273,0.003698
2026-01-02,SYS_002,AST_88290FB6,5.768384,0.012248
2026-01-02,SYS_003,AST_BAEB0DC8,2.978137,0.006197
2026-01-02,SYS_004,AST_CB926A1A,4.382067,0.00783
2026-01-02,SYS_005,AST_561DD023,2.851958,0.010132
2026-01-02,SYS_006,AST_001C64CB,2.041715,0.008944
2026-01-02,SYS_007,AST_AB9579C3,2.583234,0.007413
2026-01-02,SYS_008,AST_48108E1D,4.86976,0.006214
2026-01-02,SYS_009,AST_5E723BA5,3.426631,0.011426
2026-01-02,SYS_010,AST_421E4C41,2.668794,0.010166
2026-01-02,SYS_011,AST_53D8D3E3,0.964671,0.003197
2026-01-02,SYS_012,AST_2DA96BA7,2.240753,0.005955
2026-01-02,SYS_013,AST_6E4D7680,5.515033,0.010816
2026-01-02,SYS_014,AST_49526BF0,2.538185,0.013524
2026-01-02,SYS_015,AST_5695567B,5.093984,0.010101
2026-01-02,SYS_016,AST_98C7A644,2.868562,0.002787
2026-01-02,SYS_017,AST_8EF44E07,6.163587,0.003946
2026-01-02,SYS_018,AST_CC586B98,4.40108,0.006176
2026-01-02,SYS_019,AST_D48DB76D,2.954562,0.006322
2026-01-02,SYS_020,AST_4F798C9F,2.572433,0.001444
2026-01-02,SYS_021,AST_93FABA4A,2.521492,0.00382
2026-01-02,SYS_022,AST_36BDF128,4.064088,0.013541
2026-01-02,SYS_023,AST_C0966294,2.450063,0.003638
2026-01-02,SYS_024,AST_675E127D,2.198758,0.002527
2026-01-02,SYS_025,AST_8BEA6A56,1.320828,0.002722
2026-01-02,SYS_026,AST_6F83BA5E,1.086843,0.001577
2026-01-02,SYS_027,AST_FDCB6CC6,3.520644,0.007758
2026-01-02,SYS_028,AST_AEDA01A0,2.97425,0.003821
2026-01-02,SYS_029,AST_60084B7F,4.3257,0.018441
2026-01-02,SYS_030,AST_6C4E7AB2,1.522234,0.002969
2026-01-02,SYS_031,AST_FEB31E7B,2.657075,0.006254
2026-01-02,SYS_032,AST_CF1F8C29,2.616581,0.01097
2026-01-02,SYS_033,AST_CC1CF282,2.409748,0.008613
2026-01-02,SYS_034,AST_0CA552F1,2.567923,0.007151
2026-01-02,SYS_035,AST_2F745B76,4.89727,0.004564
2026-01-02,SYS_036,AST_C10A1ABC,3.939546,0.005074
2026-01-02,SYS_037,AST_791A59D6,2.126664,0.006434
2026-01-02,SYS_038,AST_04BAFAFF,3.51663,0.011988
2026-01-02,SYS_039,AST_00A4425C,2.837358,0.003623
2026-01-02,SYS_040,AST_A09C75B0,3.09777,0.003117
2026-01-02,SYS_041,AST_9AEBCE97,2.026849,0.003697
2026-01-02,SYS_042,AST_5FCEEACB,1.615844,0.003636
2026-01-02,SYS_043,AST_950677E7,4.766511,0.006811
2026-01-02,SYS_044,AST_3F085F53,3.119671,0.004615
2026-01-02,SYS_045,AST_5E3952E8,3.227101,0.004011
2026-01-02,SYS_046,AST_5CB15283,2.292336,0.00401
2026-01-02,SYS_047,AST_0633895F,2.939052,0.001806
2026-01-02,SYS_048,AST_8F274845,5.414466,0.023538
2026-01-02,SYS_049,AST_2EA61D16,2.92936,0.004903
2026-01-02,SYS_050,AST_978E598D,3.66974,0.008813
2026-01-02,SYS_051,AST_303B719B,2.679637,0.004313
2026-01-02,SYS_052,AST_EF753C6A,1.646327,0.002556
2026-01-02,SYS_053,AST_41C38300,4.314887,0.006524
2026-01-02,SYS_054,AST_8601A6AB,4.082901,0.011185
2026-01-02,SYS_055,AST_F17EB802,1.971502,0.010383
2026-01-02,SYS_056,AST_A07C05AD,6.666278,0.015465
2026-01-02,SYS_057,AST_115B9E33,2.401461,0.003889
2026-01-02,SYS_058,AST_BDF7FDA6,2.3565,0.008659
2026-01-02,SYS_059,AST_F6A33128,4.450293,0.003948
2026-01-02,SYS_060,AST_F3673684,3.627748,0.003413
2026-01-02,SYS_061,AST_423D4A0A,2.808499,0.00712
2026-01-02,SYS_062,AST_DF15CD00,4.414773,0.003709
2026-01-02,SYS_063,AST_D0329DCA,2.372877,0.001115
2026-01-02,SYS_064,AST_17F990EB,4.193651,0.0186
2026-01-02,SYS_065,AST_5494F907,4.964135,0.018751
2026-01-02,SYS_066,AST_8CEA5E13,1.398312,0.001937
2026-01-02,SYS_067,AST_E8F0F8FA,2.676176,0.003859
2026-01-02,SYS_068,AST_07A3D466,3.894249,0.009571
2026-01-02,SYS_069,AST_7D12D3BA,2.446706,0.002947
2026-01-02,SYS_070,AST_751DEBD8,2.822493,0.006071
2026-01-02,SYS_071,AST_0D33A87C,1.685838,0.005006
2026-01-02,SYS_072,AST_87D86103,3.076914,0.011716
2026-01-02,SYS_073,AST_7E6F6879,1.358056,0.002684
2026-01-02,SYS_074,AST_3F6DFEE4,4.073651,0.007545
2026-01-02,SYS_075,AST_63020D67,1.643758,0.005184
2026-01-02,SYS_076,AST_F9EAD75F,4.402524,0.027786
2026-01-02,SYS_077,AST_D6F5AEB1,1.922617,0.003312
2026-01-02,SYS_078,AST_A226B50C,1.947634,0.003321
2026-01-02,SYS_079,AST_9E540E8D,2.720945,0.004101
2026-01-02,SYS_080,AST_84CF035A,1.631257,0.004656
2026-01-02,SYS_081,AST_3C08907F,4.18317,0.003603
2026-01-02,SYS_082,AST_96F0BDB6,2.11163,0.004973
2026-01-02,SYS_083,AST_2D937F05,1.993437,0.004258
2026-01-02,SYS_084,AST_68B38202,3.099421,0.008314
2026-01-02,SYS_085,AST_BD935B46,3.817916,0.003851
2026-01-02,SYS_086,AST_E9329958,1.274988,0.002537
2026-01-02,SYS_087,AST_696AE1F9,2.222601,0.004638
2026-01-02,SYS_088,AST_966B4732,1.33311,0.003273
2026-01-02,SYS_089,AST_818EEDC7,4.994177,0.006787
2026-01-02,SYS_090,AST_224924BC,2.472456,0.003753
2026-01-02,SYS_091,AST_E5A62422,3.532311,0.00716
2026-01-02,SYS_092,AST_31E640E4,2.56915,0.005925
2026-01-02,SYS_093,AST_FF45EF3E,3.625152,0.02617
2026-01-02,SYS_094,AST_A4ABA6F1,3.1332,0.010646
2026-01-02,SYS_095,AST_8346EDD8,2.622652,0.006267
2026-01-02,SYS_096,AST_D9B484A5,4.096689,0.007848
2026-01-02,SYS_097,AST_DB3B42E8,1.692285,0.003811
2026-01-02,SYS_098,AST_ADE3B0B2,3.203076,0.006406
2026-01-02,SYS_099,AST_0BC66D7B,1.605072,0.002865
2026-01-02,SYS_100,AST_DB6C945F,2.592756,0.004492
2026-01-02,SYS_101,AST_31FF6ABF,1.315847,0.005928
2026-01-02,SYS_102,AST_70E049C4,2.234349,0.004561
2026-01-02,SYS_103,AST_79C32D83,3.281524,0.005496
2026-01-02,SYS_104,AST_A35CBD38,1.623052,0.005085
2026-01-02,SYS_105,AST_9D4FF448,2.31936,0.003953
2026-01-02,SYS_106,AST_15A21174,1.661488,0.006387
2026-01-02,SYS_107,AST_0D8C78DD,2.714861,0.006135
2026-01-02,SYS_108,AST_46D80058,2.430544,0.001689
2026-01-02,SYS_109,AST_6E65BD48,1.652015,0.0022
2026-01-02,SYS_110,AST_0A5411A9,1.801745,0.007929
2026-01-02,SYS_111,AST_9937F170,6.1475,0.00988
2026-01-02,SYS_112,AST_B588FAB7,4.85275,0.005782
2026-01-02,SYS_113,AST_E33FC4DB,1.525693,0.003213
2026-01-02,SYS_114,AST_CC0EA848,3.333166,0.012353
2026-01-02,SYS_115,AST_144C9423,2.115614,0.005805
2026-01-02,SYS_116,AST_B59401CB,2.498966,0.005041
2026-01-02,SYS_117,AST_49B72CB9,3.889644,0.023857
2026-01-02,SYS_118,AST_F20B73B7,3.372633,0.004338
2026-01-02,SYS_119,AST_A0A794D5,2.690813,0.004061
2026-01-02,SYS_120,AST_2CCE737A,1.960382,0.005461
2026-01-02,SYS_121,AST_C7C2C46F,2.09899,0.006852
2026-01-02,SYS_122,AST_6ED37452,3.01399,0.009803
2026-01-02,SYS_123,AST_CE78A8B9,4.010832,0.011215
2026-01-02,SYS_124,AST_2D68ECA1,3.280968,0.009082
2026-01-02,SYS_125,AST_A6A211FF,1.58891,0.010426
2026-01-02,SYS_126,AST_22C75FBF,2.406642,0.007831
2026-01-02,SYS_127,AST_8C036B4A,1.258679,0.002763
2026-01-02,SYS_128,AST_2B53A3B5,1.829158,0.003711
2026-01-02,SYS_129,AST_4EA81653,3.3835,0.005347
2026-01-02,SYS_130,AST_FCB63FF0,3.227293,0.005348
2026-01-02,SYS_131,AST_F7F065BE,1.525541,0.007039
2026-01-02,SYS_132,AST_815D3777,5.417908,0.012087
2026-01-02,SYS_133,AST_7689B517,0.922082,0.001821
2026-01-02,SYS_134,AST_8084D65F,3.039103,0.009087
2026-01-02,SYS_135,AST_9F30E49B,4.502286,0.005793
2026-01-02,SYS_136,AST_B650253D,2.140748,0.003378
2026-01-02,SYS_137,AST_03FF0CFB,1.089968,0.003079
2026-01-02,SYS_138,AST_258EBD77,2.996154,0.002713
2026-01-02,SYS_139,AST_4D447F34,4.112015,0.019705
2026-01-02,SYS_140,AST_C04F52AE,1.212527,0.001293
2026-01-02,SYS_141,AST_D496D20D,2.804097,0.004137
2026-01-02,SYS_142,AST_422C3BA3,0.890897,0.002446
2026-01-02,SYS_143,AST_6A767784,2.803033,0.007646
2026-01-02,SYS_144,AST_F023E6FB,5.569439,0.005415
2026-01-02,SYS_145,AST_1554A7F6,4.274337,0.01985
2026-01-02,SYS_146,AST_2B8EFF20,1.395363,0.003528
2026-01-02,SYS_147,AST_AD9A5675,4.109073,0.009283
2026-01-02,SYS_148,AST_22F4379A,3.79534,0.008797
2026-01-02,SYS_149,AST_BDD39D47,2.445358,0.005999
2026-01-02,SYS_150,AST_585BC7C3,3.133472,0.003719
2026-01-02,SYS_151,AST_EE849A08,2.060021,0.004476
2026-01-02,SYS_152,AST_E1D2B150,2.919639,0.00366
2026-01-02,SYS_153,AST_59B9DA9F,2.156285,0.001955
2026-01-02,SYS_154,AST_C7BD577D,1.690972,0.002584
2026-01-02,SYS_155,AST_636A5519,2.810928,0.008088
2026-01-02,SYS_156,AST_316AA165,2.620984,0.011826
2026-01-02,SYS_157,AST_81DFF212,1.749225,0.00339
2026-01-02,SYS_158,AST_F397E7D5,2.043149,0.004964
2026-01-02,SYS_159,AST_FC685AF3,2.150909,0.005445
2026-01-02,SYS_160,AST_22E1642F,2.889253,0.006634
2026-01-02,SYS_161,AST_927FA79A,2.854755,0.007058
2026-01-02,SYS_162,AST_8755F9E5,1.958678,0.003652
2026-01-02,SYS_163,AST_A2F24717,1.646493,0.002573
2026-01-02,SYS_164,AST_F2182A76,2.610488,0.006956
2026-01-02,SYS_165,AST_704BDF7D,1.251392,0.005582
2026-01-02,SYS_166,AST_838D5B66,1.562465,0.001614
2026-01-02,SYS_167,AST_2B9FC2F0,1.542719,0.007054
2026-01-02,SYS_168,AST_3062B617,1.63958,0.00224
2026-01-02,SYS_169,AST_D9396E8E,2.338375,0.020685
2026-01-02,SYS_170,AST_D7A3AF82,1.327341,0.00656
2026-01-02,SYS_171,AST_061CADFF,4.960449,0.014699
2026-01-02,SYS_172,AST_EA3CA5E6,2.462443,0.004902
2026-01-02,SYS_173,AST_73FB3D50,2.508166,0.003957
2026-01-02,SYS_174,AST_C3D02BD3,3.144162,0.003231
2026-01-02,SYS_175,AST_114462C5,3.259918,0.004427
2026-01-02,SYS_176,AST_AC6E6F26,3.26154,0.008629
2026-01-02,SYS_177,AST_B401A0B1,1.87379,0.001451
2026-01-02,SYS_178,AST_C46D08E2,2.314662,0.008632
2026-01-02,SYS_179,AST_28787AB3,1.812657,0.004056
2026-01-02,SYS_180,AST_6A95DB36,1.272055,0.002821
2026-01-02,SYS_181,AST_662E4E9F,3.007513,0.007054
2026-01-02,SYS_182,AST_9EB87923,2.097803,0.001919
2026-01-02,SYS_183,AST_EAE9E399,1.242129,0.003467
2026-01-02,SYS_184,AST_B33DE17F,2.697952,0.008773
2026-01-02,SYS_185,AST_CA6DFA76,1.412912,0.007248
2026-01-02,SYS_186,AST_C3FB649A,3.290024,0.01248
2026-01-02,SYS_187,AST_67B1888C,4.66044,0.005847
2026-01-02,SYS_188,AST_0E682BBF,2.209682,0.004275
2026-01-02,SYS_189,AST_C7063B9F,3.651419,0.025696
2026-01-02,SYS_190,AST_8B1538D0,2.05504,0.004749
2026-01-02,SYS_191,AST_C965EB2A,1.418824,0.001827
2026-01-02,SYS_192,AST_45A72C72,2.829577,0.003378
2026-01-02,SYS_193,AST_D68307D8,1.75854,0.005921
2026-01-02,SYS_194,AST_0E0CA294,1.751093,0.004146
2026-01-02,SYS_195,AST_F5DB309E,4.510968,0.009671
2026-01-02,SYS_196,AST_FF5B85CA,1.587735,0.001634
2026-01-02,SYS_197,AST_9BC76EF1,1.560685,0.007435
2026-01-02,SYS_198,AST_32CC2B8C,2.04769,0.003151
2026-01-02,SYS_199,AST_62C0038C,6.716324,0.01738
2026-01-03,SYS_000,AST_C99D2BFF,3.977862,0.007647
2026-01-03,SYS_001,AST_B4CD098B,1.731008,0.004939
2026-01-03,SYS_002,AST_88290FB6,5.723941,0.007891
2026-01-03,SYS_003,AST_BAEB0DC8,2.95614,0.003857
2026-01-03,SYS_004,AST_CB926A1A,1.978882,0.003578
2026-01-03,SYS_005,AST_561DD023,4.126153,0.009059
2026-01-03,SYS_006,AST_001C64CB,2.381621,0.012652
2026-01-03,SYS_007,AST_AB9579C3,1.16171,0.001362
2026-01-03,SYS_008,AST_48108E1D,6.915185,0.023766
2026-01-03,SYS_009,AST_5E723BA5,2.716433,0.00217
2026-01-03,SYS_010,AST_421E4C41,1.892406,0.013355
2026-01-03,SYS_011,AST_53D8D3E3,4.643424,0.005922
2026-01-03,SYS_012,AST_2DA96BA7,2.078407,0.003619
2026-01-03,SYS_013,AST_6E4D7680,3.104731,0.005144
2026-01-03,SYS_014,AST_49526BF0,1.785728,0.001964
2026-01-03,SYS_015,AST_5695567B,4.311147,0.007136
2026-01-03,SYS_016,AST_98C7A644,2.038086,0.002661
2026-01-03,SYS_017,AST_8EF44E07,3.851375,0.020702
2026-01-03,SYS_018,AST_CC586B98,2.146399,0.004266
2026-01-03,SYS_019,AST_D48DB76D,3.929547,0.030429
2026-01-03,SYS_020,AST_4F798C9F,3.077119,0.010015
2026-01-03,SYS_021,AST_93FABA4A,2.328789,0.011367
2026-01-03,SYS_022,AST_36BDF128,3.057634,0.005625
2026-01-03,SYS_023,AST_C0966294,2.927488,0.004285
2026-01-03,SYS_024,AST_675E127D,2.780629,0.009666
2026-01-03,SYS_025,AST_8BEA6A56,2.035892,0.00528
