id,date,systeme_id,asset_id,score,vrai_defaut,alerte,cout
INSP_8D9FAF11,2026-01-30,SYS_147,AST_5699EB97,0.212896,0,0,60.0
INSP_F03E91D7,2026-01-30,SYS_171,AST_F67C1587,0.334155,0,0,60.0
INSP_F34336E1,2026-01-30,SYS_174,AST_6871DD7F,0.19279,0,0,60.0
INSP_F8F1DAA2,2026-01-30,SYS_179,AST_CC0A99C0,0.485639,0,0,60.0
INSP_1EB222F4,2026-01-30,SYS_189,AST_D4BB04C1,0.250964,0,0,60.0
INSP_D454C3D7,2026-01-30,SYS_191,AST_73C28EA6,0.164028,0,0,60.0
INSP_71954ADD,2026-01-31,SYS_005,AST_7AB88884,0.147837,0,0,60.0
INSP_AFAF8D11,2026-01-31,SYS_006,AST_E249157B,0.237631,0,0,60.0
INSP_91E517A3,2026-01-31,SYS_014,AST_6AA5673F,0.302455,0,0,60.0
INSP_3E3C3949,2026-01-31,SYS_028,AST_BDF50FB3,0.210639,0,0,60.0
INSP_D9A2E2AC,2026-01-31,SYS_032,AST_C6611059,0.245701,0,0,60.0
INSP_6D329C22,2026-01-31,SYS_045,AST_2616CDB7,0.278129,0,0,60.0
INSP_4AF29E79,2026-01-31,SYS_092,AST_A1784173,0.330468,0,0,60.0
INSP_2331B5B1,2026-01-31,SYS_106,AST_8B35CEDB,0.162788,0,0,60.0
INSP_3E1FDBC5,2026-01-31,SYS_124,AST_4920985C,-0.140759,0,0,60.0
INSP_D898E6E8,2026-01-31,SYS_137,AST_177B020A,0.319913,0,0,60.0
INSP_B4D8A488,2026-01-31,SYS_150,AST_06186A8F,0.347729,0,0,60.0
INSP_5E3468CF,2026-01-31,SYS_185,AST_5CF1BB9F,0.305142,0,0,60.0
INSP_776D81B2,2026-01-31,SYS_199,AST_EB8F5C56,0.16986,0,0,60.0
INSP_D70102B0,2026-02-01,SYS_004,AST_E3BB09B0,-0.096116,0,0,60.0
INSP_8E6FB018,2026-02-01,SYS_011,AST_A0EE8581,0.269584,0,0,60.0
INSP_78A01CB8,2026-02-01,SYS_022,AST_618CB16A,0.151973,0,0,60.0
INSP_7DB38063,2026-02-01,SYS_026,AST_6DE321F1,0.318228,0,0,60.0
INSP_8A5E2627,2026-02-01,SYS_027,AST_E5156798,0.164038,0,0,60.0
INSP_EADF3589,2026-02-01,SYS_057,AST_82DF3FB7,0.178082,0,0,60.0
INSP_4372F4D7,2026-02-01,SYS_078,AST_DA59A67D,0.114263,0,0,60.0
INSP_D79D92C6,2026-02-01,SYS_079,AST_292CA011,0.244907,0,0,60.0
INSP_C78C525B,2026-02-01,SYS_087,AST_ED47E0D6,0.334402,0,0,60.0
INSP_B329DDF4,2026-02-01,SYS_125,AST_342AA1AB,0.27509,0,0,60.0
INSP_1F48633C,2026-02-01,SYS_143,AST_3D113987,-0.006549,0,0,60.0
INSP_54403FA4,2026-02-01,SYS_148,AST_9AE5584E,0.656174,0,0,60.0
INSP_497D7F42,2026-02-01,SYS_175,AST_462DBA21,0.127573,0,0,60.0
INSP_0462ECF7,2026-02-01,SYS_178,AST_11A478D1,0.034785,0,0,60.0
INSP_D3440DEC,2026-02-01,SYS_196,AST_C7FB1405,0.060413,0,0,60.0
INSP_A02A9B63,2026-02-02,SYS_003,AST_7683D3F8,0.151799,0,0,60.0
INSP_5261B2EF,2026-02-02,SYS_007,AST_D431CA27,0.333478,0,0,60.0
INSP_F71DA96B,2026-02-02,SYS_019,AST_A2659BA7,0.265067,0,0,60.0
INSP_C5A30EC4,2026-02-02,SYS_024,AST_B4F586D0,0.228253,0,0,60.0
INSP_590846AE,2026-02-02,SYS_036,AST_3E1B9AFC,0.35113,0,0,60.0
INSP_E630FF8B,2026-02-02,SYS_053,AST_42D22198,0.144749,0,0,60.0
INSP_E7B1FC9D,2026-02-02,SYS_062,AST_68867D96,0.541365,0,0,60.0
INSP_966294B1,2026-02-02,SYS_084,AST_B027A540,0.329353,0,0,60.0
INSP_00F766C7,2026-02-02,SYS_086,AST_AB8D2CF4,0.125982,0,0,60.0
INSP_D03E5021,2026-02-02,SYS_094,AST_0180B702,0.38011,0,0,60.0
INSP_7C0688A8,2026-02-02,SYS_096,AST_1893FE51,0.346961,0,0,60.0
INSP_9B2838C5,2026-02-02,SYS_099,AST_62D07545,0.644827,0,0,60.0
INSP_972E60C2,2026-02-02,SYS_103,AST_F686EF11,0.376053,0,0,60.0
INSP_17B45923,2026-02-02,SYS_108,AST_0DAD4E9F,0.01558,0,0,60.0
INSP_5266CC9E,2026-02-02,SYS_122,AST_494D1C55,0.325919,0,0,60.0
INSP_B1DBFA65,2026-02-02,SYS_132,AST_ADDB4DF6,0.486582,0,0,60.0
INSP_5EA5CA2F,2026-02-02,SYS_135,AST_E63EDF7E,0.448621,0,0,60.0
INSP_00176AF7,2026-02-02,SYS_181,AST_2FB8A717,0.137583,0,0,60.0
INSP_95BDAF19,2026-02-02,SYS_183,AST_18E697AB,-0.10542,0,0,60.0
INSP_263F47FF,2026-02-02,SYS_188,AST_DF83B274,0.198354,0,0,60.0
INSP_FCF73926,2026-02-03,SYS_002,AST_D9DC9CF1,0.215139,0,0,60.0
INSP_394D6AA8,2026-02-03,SYS_023,AST_76031ACF,-0.107632,0,0,60.0
INSP_738A92BF,2026-02-03,SYS_050,AST_DE5C366D,-0.069605,0,0,60.0
INSP_35A0255E,2026-02-03,SYS_051,AST_4FF55DAA,0.129814,0,0,60.0
INSP_C8889459,2026-02-03,SYS_052,AST_86C76A74,-0.018168,0,0,60.0
INSP_2F5C144B,2026-02-03,SYS_061,AST_D932504E,0.066816,0,0,60.0
INSP_67353358,2026-02-03,SYS_065,AST_0CD81E12,0.051817,0,0,60.0
INSP_8989AEC6,2026-02-03,SYS_067,AST_BAC857EE,0.3087,0,0,60.0
INSP_64452A28,2026-02-03,SYS_083,AST_2C32C40A,0.482583,0,0,60.0
INSP_C8A725B4,2026-02-03,SYS_089,AST_B690C7AF,0.0267,0,0,60.0
INSP_74918521,2026-02-03,SYS_091,AST_DD5120FE,0.421922,0,0,60.0
INSP_F9577180,2026-02-03,SYS_104,AST_8808D6E8,0.277814,0,0,60.0
INSP_1392E6B2,2026-02-03,SYS_155,AST_7B46A6AE,0.560161,0,0,60.0
INSP_E6F400CA,2026-02-03,SYS_157,AST_BD1B4917,0.195304,0,0,60.0
INSP_1740FB79,2026-02-03,SYS_160,AST_4B1F71B2,0.259781,0,0,60.0
INSP_E147517B,2026-02-03,SYS_177,AST_F85B3C92,0.062911,0,0,60.0
INSP_AE108BF7,2026-02-04,SYS_016,AST_B97C7FF3,0.511308,0,0,60.0
INSP_504216FB,2026-02-04,SYS_018,AST_1D5B34FE,0.152638,0,0,60.0
INSP_73BC5183,2026-02-04,SYS_034,AST_88E26ED8,0.36673,0,0,60.0
INSP_984F4542,2026-02-04,SYS_049,AST_0C241693,0.038566,0,0,60.0
INSP_C7E4DEDC,2026-02-04,SYS_054,AST_8E1BF026,0.027168,0,0,60.0
INSP_3C4EE05D,2026-02-04,SYS_066,AST_B679A4B2,0.284635,0,0,60.0
INSP_87E38F98,2026-02-04,SYS_071,AST_EF8BB3C3,0.256583,0,0,60.0
INSP_CC35F9E3,2026-02-04,SYS_107,AST_D7063165,0.407543,0,0,60.0
INSP_C9C805BA,2026-02-04,SYS_110,AST_53580258,0.482295,0,0,60.0
INSP_8D1EE4C1,2026-02-04,SYS_116,AST_18FFC5A2,-0.082532,0,0,60.0
INSP_18C9AF39,2026-02-04,SYS_136,AST_B39CFEE3,0.40544,0,0,60.0
INSP_D4542F56,2026-02-04,SYS_138,AST_7105B557,0.108923,0,0,60.0
INSP_4C9D7E0D,2026-02-04,SYS_142,AST_A3201156,0.319276,0,0,60.0
INSP_620D53AA,2026-02-04,SYS_149,AST_FADBB2A1,0.177492,0,0,60.0
INSP_0FA3EF59,2026-02-04,SYS_166,AST_1D67B7FE,0.10021,0,0,60.0
INSP_5596747A,2026-02-04,SYS_176,AST_57F8E642,0.003883,0,0,60.0
INSP_93BF5222,2026-02-05,SYS_001,AST_95CFC08A,0.604957,0,0,60.0
INSP_C1384217,2026-02-05,SYS_010,AST_8388ABDD,0.478345,0,0,60.0
INSP_25CD8906,2026-02-05,SYS_012,AST_3C042C86,0.342687,0,0,60.0
INSP_911CEED3,2026-02-05,SYS_013,AST_686CD570,0.144818,0,0,60.0
INSP_81B9D679,2026-02-05,SYS_031,AST_CC4CA361,0.089457,0,0,60.0
INSP_5807DF90,2026-02-05,SYS_043,AST_0156426D,0.300154,0,0,60.0
INSP_EABA3226,2026-02-05,SYS_044,AST_2CDF7154,0.117345,0,0,60.0
INSP_1EB45963,2026-02-05,SYS_063,AST_B04E572A,0.471051,0,0,60.0
INSP_F8F75E59,2026-02-05,SYS_082,AST_02FFD22C,0.155937,0,0,60.0
INSP_FDA191B4,2026-02-05,SYS_090,AST_8B00CCEE,0.405196,0,0,60.0
INSP_95AF1BCD,2026-02-05,SYS_102,AST_61540A62,0.081621,0,0,60.0
INSP_0EEED7C8,2026-02-05,SYS_118,AST_C035943D,0.286817,0,0,60.0
INSP_3BA43B6A,2026-02-05,SYS_141,AST_10736A6E,0.260595,0,0,60.0
INSP_89CBBB90,2026-02-05,SYS_156,AST_6680524D,0.052563,0,0,60.0
INSP_EB26F0C5,2026-02-05,SYS_186,AST_30EDF757,0.180585,0,0,60.0
INSP_ADDB29DB,2026-02-05,SYS_193,AST_82611055,0.387884,0,0,60.0
INSP_6234873C,2026-02-06,SYS_009,AST_182DCC61,0.267863,0,0,60.0
INSP_F0EB6DCC,2026-02-06,SYS_134,AST_6B03F47D,0.198972,0,0,60.0
INSP_99CD0ADE,2026-02-07,SYS_040,AST_A08ECEF8,0.530998,0,0,60.0
INSP_ED16B129,2026-02-07,SYS_130,AST_C4774B24,-0.091647,0,0,60.0
INSP_1396BD4A,2026-02-08,SYS_056,AST_ED887951,0.140684,0,0,60.0
INSP_2C095B6D,2026-02-08,SYS_080,AST_10D3B87D,-0.017113,0,0,60.0
INSP_3D76EA76,2026-02-08,SYS_192,AST_CE5080EB,0.438691,0,0,60.0
INSP_5474B3A1,2026-02-09,SYS_064,AST_C84FD08E,0.637125,0,0,60.0
INSP_A6D24059,2026-02-09,SYS_073,AST_5881252F,0.074434,0,0,60.0
INSP_CA14FA0F,2026-02-15,SYS_085,AST_362265C3,0.448979,0,0,60.0
INSP_ECB33B1C,2026-02-16,SYS_112,AST_5A1B7CBA,0.593262,0,0,60.0
INSP_88A97A65,2026-02-17,SYS_033,AST_79CDAF02,0.615542,0,0,60.0
INSP_CE0BEB5A,2026-02-17,SYS_129,AST_8A89E614,0.233303,0,0,60.0
INSP_F18A8D6C,2026-02-17,SYS_146,AST_7889DDC5,0.18251,0,0,60.0
INSP_7E524D89,2026-02-17,SYS_165,AST_70A1C411,0.107014,0,0,60.0
INSP_569466BE,2026-02-18,SYS_021,AST_D52B2838,0.234131,0,0,60.0
INSP_5C1BD5E4,2026-02-19,SYS_035,AST_D8A848C2,0.243097,0,0,60.0
INSP_F65CDAEC,2026-02-19,SYS_059,AST_C644E1B6,0.57742,0,0,60.0
INSP_A2841A03,2026-02-19,SYS_163,AST_F20B2AD2,-0.060166,0,0,60.0
INSP_3510E808,2026-02-20,SYS_048,AST_1D78C349,0.724126,0,0,60.0
INSP_A8BE0778,2026-02-20,SYS_154,AST_57C9CAF9,0.91916,0,0,60.0
INSP_FE5258D2,2026-02-21,SYS_133,AST_094FE12F,0.412222,0,0,60.0
INSP_971DF15C,2026-02-21,SYS_151,AST_3E883E68,0.721655,0,0,60.0
INSP_6E03ED36,2026-02-21,SYS_197,AST_7B53A622,0.500457,0,0,60.0
INSP_AAA6FDAA,2026-02-22,SYS_025,AST_6B5DB20C,0.521235,0,0,60.0
INSP_69126D3B,2026-02-22,SYS_070,AST_61C41EF7,0.321027,0,0,60.0
INSP_A39A6A0D,2026-02-22,SYS_072,AST_1CB1C3B7,0.692823,0,0,60.0
INSP_A09FAA50,2026-02-22,SYS_101,AST_8AEE8F28,0.220977,0,0,60.0
INSP_4237D877,2026-02-22,SYS_114,AST_FD9500E2,0.294782,0,0,60.0
INSP_2A6EFFA7,2026-02-22,SYS_152,AST_9A0D6DF2,0.096491,0,0,60.0
INSP_1D8529E7,2026-02-22,SYS_161,AST_4D0E4E8C,0.468722,0,0,60.0
INSP_9EDFE39E,2026-02-23,SYS_028,AST_BDF50FB3,0.516698,0,0,60.0
INSP_8C09AB5D,2026-02-23,SYS_069,AST_7178B12C,0.575655,0,0,60.0
INSP_65E566B4,2026-02-23,SYS_117,AST_99D49091,0.730135,0,0,60.0
INSP_214C94C5,2026-02-23,SYS_119,AST_AA994217,0.277721,0,0,60.0
INSP_CAE207F4,2026-02-23,SYS_122,AST_494D1C55,0.398025,0,0,60.0
INSP_8CEFC212,2026-02-23,SYS_128,AST_AE583E47,0.451037,0,0,60.0
INSP_AD0BE209,2026-02-23,SYS_139,AST_4D31EFA7,0.37654,0,0,60.0
INSP_CFFBE601,2026-02-23,SYS_147,AST_5699EB97,0.454994,0,0,60.0
INSP_C22BE779,2026-02-23,SYS_180,AST_71909D6B,0.551322,0,0,60.0
INSP_B8511B6B,2026-02-23,SYS_190,AST_5541B8F6,0.282507,0,0,60.0
INSP_649CD968,2026-02-23,SYS_198,AST_DF0D8143,0.280525,0,0,60.0
INSP_725C8170,2026-02-24,SYS_020,AST_A3EFBD2F,0.563432,0,0,60.0
INSP_1EC7C16B,2026-02-24,SYS_030,AST_3566E90D,0.326302,0,0,60.0
INSP_CA3B4DD4,2026-02-24,SYS_036,AST_3E1B9AFC,0.553076,0,0,60.0
INSP_F86E4912,2026-02-24,SYS_041,AST_1AAF5310,0.697744,0,0,60.0
INSP_44B87919,2026-02-24,SYS_055,AST_AFFB6DE6,0.455732,0,0,60.0
INSP_C4A6E0D4,2026-02-24,SYS_068,AST_4F92952F,0.102072,0,0,60.0
INSP_B3FEABEA,2026-02-24,SYS_100,AST_0C6FEB61,0.63116,0,0,60.0
INSP_21169DAC,2026-02-24,SYS_195,AST_12138D44,0.857348,0,0,60.0
INSP_645A9DE2,2026-02-25,SYS_016,AST_B97C7FF3,0.26335,0,0,60.0
INSP_2D6253F5,2026-02-25,SYS_093,AST_11D1C743,0.412335,0,0,60.0
INSP_C3D3DCE4,2026-02-25,SYS_095,AST_D05C72AA,0.223305,0,0,60.0
INSP_09DEAE79,2026-02-25,SYS_144,AST_8BCB0C52,0.65504,0,0,60.0
INSP_0059F130,2026-02-25,SYS_179,AST_CC0A99C0,0.355515,0,0,60.0
INSP_9D83DBE3,2026-02-26,SYS_034,AST_88E26ED8,0.337898,0,0,60.0
INSP_1243A7CC,2026-02-26,SYS_060,AST_59181FE3,0.716705,0,0,60.0
INSP_8DD49A0E,2026-02-26,SYS_077,AST_C8989699,0.606765,0,0,60.0
INSP_E270B55F,2026-02-26,SYS_087,AST_ED47E0D6,0.509327,0,0,60.0
INSP_447AEFC0,2026-02-26,SYS_094,AST_0180B702,0.584681,0,0,60.0
INSP_4DB942B1,2026-02-26,SYS_105,AST_3B928935,0.410478,0,0,60.0
INSP_B7F47AFA,2026-02-26,SYS_120,AST_DB56604D,0.269277,0,0,60.0
INSP_05E90CB1,2026-02-26,SYS_143,AST_3D113987,0.183784,0,0,60.0
INSP_D5785C8E,2026-02-26,SYS_168,AST_A96ADCE8,0.184906,0,0,60.0
INSP_CD012DE2,2026-02-26,SYS_187,AST_B5F2F180,0.062442,0,0,60.0
INSP_F7DE2AE9,2026-02-27,SYS_047,AST_A130CD16,0.570633,0,0,60.0
INSP_2B3AB90A,2026-02-27,SYS_053,AST_42D22198,0.120252,0,0,60.0
INSP_C3E57823,2026-02-27,SYS_075,AST_DEC87001,0.32763,0,0,60.0
INSP_D18387B4,2026-02-27,SYS_103,AST_F686EF11,0.566799,0,0,60.0
INSP_A47ABDE4,2026-02-27,SYS_124,AST_4920985C,0.489896,0,0,60.0
INSP_9410EA6D,2026-02-27,SYS_126,AST_48D1B43A,0.299944,0,0,60.0
INSP_A463C0D0,2026-02-27,SYS_127,AST_4C7C3CF2,0.462465,0,0,60.0
INSP_007B1942,2026-02-27,SYS_131,AST_74CA1C60,0.356168,0,0,60.0
INSP_4D97605F,2026-02-27,SYS_145,AST_8791D6B7,0.399807,0,0,60.0
INSP_A8448995,2026-02-27,SYS_158,AST_B26D0E2F,0.495638,0,0,60.0
INSP_8763104A,2026-02-27,SYS_164,AST_27DE4A7E,0.674764,0,0,60.0
INSP_0A683028,2026-02-28,SYS_000,AST_FBF330ED,0.6873,0,0,60.0
INSP_E1F602ED,2026-02-28,SYS_005,AST_7AB88884,0.330661,0,0,60.0
INSP_D214F1F9,2026-02-28,SYS_008,AST_DE413253,0.353022,0,0,60.0
INSP_1B1889BC,2026-02-28,SYS_023,AST_76031ACF,0.459708,0,0,60.0
INSP_26AFA909,2026-02-28,SYS_038,AST_9CB3E137,0.429085,0,0,60.0
INSP_2B9CF583,2026-02-28,SYS_045,AST_2616CDB7,0.594682,0,0,60.0
INSP_B341B40A,2026-02-28,SYS_054,AST_8E1BF026,0.301995,0,0,60.0
INSP_9E67EB25,2026-02-28,SYS_106,AST_8B35CEDB,0.489298,0,0,60.0
INSP_4CBEF182,2026-02-28,SYS_115,AST_641A4AAC,0.624214,0,0,60.0
INSP_6CC054D6,2026-02-28,SYS_153,AST_81F798ED,0.713841,0,0,60.0
INSP_74D5D394,2026-02-28,SYS_174,AST_6871DD7F,0.767486,0,0,60.0
INSP_A2E0E2F3,2026-02-28,SYS_185,AST_5CF1BB9F,0.368699,0,0,60.0
INSP_74CC04F1,2026-02-28,SYS_191,AST_73C28EA6,0.597561,0,0,60.0
INSP_80E7FFB5,2026-03-01,SYS_006,AST_E249157B,0.73122,0,0,60.0
INSP_969D2602,2026-03-01,SYS_007,AST_D431CA27,0.204348,0,0,60.0
INSP_321D66E9,2026-03-01,SYS_012,AST_3C042C86,0.682057,0,0,60.0
INSP_DA51F79D,2026-03-01,SYS_015,AST_FCBE6B6B,0.375255,0,0,60.0
INSP_72C97E02,2026-03-01,SYS_017,AST_A38EC274,0.38697,0,0,60.0
INSP_F11BD27F,2026-03-01,SYS_029,AST_B89570A7,0.64553,0,0,60.0
INSP_249CFC04,2026-03-01,SYS_039,AST_3272C4A1,0.694632,0,0,60.0
INSP_07FD7460,2026-03-01,SYS_042,AST_B568244D,0.840534,0,0,60.0
INSP_F987BA4E,2026-03-01,SYS_051,AST_4FF55DAA,0.111104,0,0,60.0
INSP_163C3946,2026-03-01,SYS_076,AST_7341D89D,0.721917,0,0,60.0
INSP_4DB5F63D,2026-03-01,SYS_108,AST_0DAD4E9F,0.842361,0,0,60.0
INSP_5DDC3948,2026-03-01,SYS_132,AST_ADDB4DF6,0.223114,0,0,60.0
INSP_3EA9E2A6,2026-03-01,SYS_159,AST_4F7B551A,0.454784,0,0,60.0
INSP_923B28CA,2026-03-01,SYS_166,AST_1D67B7FE,0.443952,0,0,60.0
INSP_0BC6BA88,2026-03-01,SYS_171,AST_F67C1587,0.240474,0,0,60.0
INSP_BE019FED,2026-03-01,SYS_172,AST_F6D5E9AD,0.436242,0,0,60.0
INSP_1347C834,2026-03-01,SYS_173,AST_A1F77516,0.986259,0,0,60.0
INSP_B79D3BBB,2026-03-02,SYS_002,AST_D9DC9CF1,0.395982,0,0,60.0
INSP_C003BC35,2026-03-02,SYS_032,AST_C6611059,-0.16198,0,0,60.0
INSP_E9540758,2026-03-02,SYS_037,AST_ABD0D48E,0.469272,0,0,60.0
