id,date,systeme_id,asset_id,type,declencheur,cout
ACT_73444206,2027-03-09,SYS_199,AST_C2D28E97,REMPLACEMENT,PANNE,1800.0
ACT_29FDFDB1,2027-03-10,SYS_167,AST_7C4B04B2,REMPLACEMENT,PANNE,1800.0
ACT_DCB0FAFB,2027-03-12,SYS_025,AST_EF72C3BD,REMPLACEMENT,PANNE,1800.0
ACT_7CA9DAC8,2027-03-14,SYS_011,AST_94712B4B,REMPLACEMENT,PANNE,1800.0
ACT_D63FD2DF,2027-03-14,SYS_104,AST_461DCB25,REMPLACEMENT,PANNE,1800.0
ACT_5C9A61B6,2027-03-15,SYS_116,AST_C8F4EC0B,REMPLACEMENT,PANNE,1800.0
ACT_3F2219DB,2027-03-15,SYS_176,AST_FC1E27AE,REMPLACEMENT,PANNE,1800.0
ACT_8B27801D,2027-03-16,SYS_084,AST_4E4B9ABB,REMPLACEMENT,PANNE,1800.0
ACT_1EC22505,2027-03-18,SYS_152,AST_792D2D41,REMPLACEMENT,PANNE,1800.0
ACT_EEFD6FF1,2027-03-19,SYS_000,AST_A3927809,REMPLACEMENT,PANNE,1800.0
ACT_D76D6EAA,2027-03-19,SYS_093,AST_F96483C1,REMPLACEMENT,PANNE,1800.0
ACT_DCC86EC5,2027-03-19,SYS_197,AST_F70439D3,REMPLACEMENT,PANNE,1800.0
ACT_744964E5,2027-03-21,SYS_021,AST_5778DEB3,REMPLACEMENT,PANNE,1800.0
ACT_C208792B,2027-03-21,SYS_120,AST_34C8A71D,REMPLACEMENT,PANNE,1800.0
ACT_A3B7F8DE,2027-03-22,SYS_017,AST_C92EA2C0,REMPLACEMENT,PANNE,1800.0
ACT_19D9AB66,2027-03-22,SYS_118,AST_5ED04620,REMPLACEMENT,PANNE,1800.0
ACT_17D92FF7,2027-03-22,SYS_171,AST_3869ADA2,REMPLACEMENT,PANNE,1800.0
ACT_E5B73743,2027-03-23,SYS_139,AST_DE799A2B,REMPLACEMENT,PANNE,1800.0
ACT_26AE315E,2027-03-24,SYS_066,AST_67336A49,REMPLACEMENT,PANNE,1800.0
ACT_F1653F63,2027-03-26,SYS_110,AST_26B1A316,REMPLACEMENT,PANNE,1800.0
ACT_F2CE5031,2027-03-29,SYS_191,AST_22974F49,REMPLACEMENT,PANNE,1800.0
ACT_E49278A8,2027-03-31,SYS_049,AST_482C2E0B,REMPLACEMENT,PANNE,1800.0
ACT_969CBB54,2027-03-31,SYS_126,AST_60626D57,REMPLACEMENT,PANNE,1800.0
ACT_F8D81DED,2027-04-01,SYS_105,AST_E1D10B0D,REMPLACEMENT,PANNE,1800.0
ACT_E4BA0800,2027-04-01,SYS_153,AST_01DD3D9D,REMPLACEMENT,PANNE,1800.0
ACT_A4B61820,2027-04-02,SYS_133,AST_8E319D44,REMPLACEMENT,PANNE,1800.0
ACT_7615F694,2027-04-02,SYS_172,AST_79586B97,REMPLACEMENT,PANNE,1800.0
ACT_78F4D7B0,2027-04-03,SYS_047,AST_4EEE04B0,REMPLACEMENT,PANNE,1800.0
ACT_CD1EF3A5,2027-04-05,SYS_052,AST_22AF4C63,REMPLACEMENT,PANNE,1800.0
ACT_9E138E08,2027-04-05,SYS_165,AST_3D5CA9E8,REMPLACEMENT,PANNE,1800.0
ACT_585528ED,2027-04-05,SYS_182,AST_92489577,REMPLACEMENT,PANNE,1800.0
ACT_E563AA4D,2027-04-09,SYS_036,AST_44929F98,REMPLACEMENT,PANNE,1800.0
ACT_AB7B3B77,2027-04-10,SYS_019,AST_0003332F,REMPLACEMENT,PANNE,1800.0
ACT_7EF0BC70,2027-04-10,SYS_106,AST_343D0DD9,REMPLACEMENT,PANNE,1800.0
ACT_B781EB92,2027-04-11,SYS_134,AST_5F9B8EC8,REMPLACEMENT,PANNE,1800.0
ACT_4D74D299,2027-04-13,SYS_129,AST_CD86BA0A,REMPLACEMENT,PANNE,1800.0
ACT_56174BAF,2027-04-14,SYS_154,AST_7792A1B5,REMPLACEMENT,PANNE,1800.0
ACT_9ABE0084,2027-04-15,SYS_111,AST_044BBD5B,REMPLACEMENT,PANNE,1800.0
ACT_02AFB8E4,2027-04-15,SYS_115,AST_0B99410C,REMPLACEMENT,PANNE,1800.0
ACT_E77BBCD0,2027-04-18,SYS_175,AST_13574774,REMPLACEMENT,PANNE,1800.0
ACT_AC35A143,2027-04-21,SYS_058,AST_148E0935,REMPLACEMENT,PANNE,1800.0
ACT_13A8AF20,2027-04-26,SYS_102,AST_43A0B4F8,REMPLACEMENT,PANNE,1800.0
ACT_FB6992ED,2027-04-30,SYS_071,AST_D1A7DCE5,REMPLACEMENT,PANNE,1800.0
ACT_59D6E176,2027-04-30,SYS_085,AST_71E464C9,REMPLACEMENT,PANNE,1800.0
ACT_BED05D2F,2027-05-02,SYS_069,AST_680D6915,REMPLACEMENT,PANNE,1800.0
ACT_34CD0663,2027-05-07,SYS_158,AST_5E5F6C5E,REMPLACEMENT,PANNE,1800.0
ACT_495F1BD7,2027-05-09,SYS_080,AST_C02D62DE,REMPLACEMENT,PANNE,1800.0
ACT_9B8AAF0A,2027-05-10,SYS_160,AST_57641A8D,REMPLACEMENT,PANNE,1800.0
ACT_D683DB02,2027-05-11,SYS_114,AST_183368BB,REMPLACEMENT,PANNE,1800.0
ACT_83198758,2027-05-13,SYS_046,AST_D407BD29,REMPLACEMENT,PANNE,1800.0
ACT_770EAA48,2027-05-13,SYS_061,AST_7E5B5E98,REMPLACEMENT,PANNE,1800.0
ACT_8122D370,2027-05-14,SYS_077,AST_AFCE8249,REMPLACEMENT,PANNE,1800.0
ACT_32CD281E,2027-05-17,SYS_009,AST_99BE6D36,REMPLACEMENT,PANNE,1800.0
ACT_3AFAE9BA,2027-05-17,SYS_020,AST_0185D81E,REMPLACEMENT,PANNE,1800.0
ACT_7EA633D8,2027-05-17,SYS_082,AST_BB478D66,REMPLACEMENT,PANNE,1800.0
ACT_A742D409,2027-05-28,SYS_161,AST_08431E3E,REMPLACEMENT,PANNE,1800.0
ACT_BE12567B,2027-05-29,SYS_151,AST_4626C6A3,REMPLACEMENT,PANNE,1800.0
ACT_649DBC95,2027-05-30,SYS_032,AST_A054240D,REMPLACEMENT,PANNE,1800.0
ACT_66F83661,2027-05-31,SYS_005,AST_B18ABD07,REMPLACEMENT,PANNE,1800.0
ACT_038EDDB7,2027-05-31,SYS_030,AST_97F59D91,REMPLACEMENT,PANNE,1800.0
ACT_26E1A2F4,2027-05-31,SYS_132,AST_4928265C,REMPLACEMENT,PANNE,1800.0
ACT_E03283EC,2027-06-05,SYS_063,AST_F89A49F1,REMPLACEMENT,PANNE,1800.0
ACT_481641E4,2027-06-05,SYS_128,AST_0692480B,REMPLACEMENT,PANNE,1800.0
ACT_1C6C501F,2027-06-10,SYS_014,AST_B3593FC4,REMPLACEMENT,PANNE,1800.0
ACT_EDABBE03,2027-06-10,SYS_088,AST_E5BE752B,REMPLACEMENT,PANNE,1800.0
ACT_4C567534,2027-06-12,SYS_178,AST_202A7035,REMPLACEMENT,PANNE,1800.0
ACT_F3650374,2027-06-13,SYS_135,AST_787940AC,REMPLACEMENT,PANNE,1800.0
ACT_577AD7E6,2027-06-21,SYS_086,AST_B599C173,REMPLACEMENT,PANNE,1800.0
ACT_078BF92E,2027-06-24,SYS_096,AST_A12D7A9A,REMPLACEMENT,PANNE,1800.0
ACT_79BE7AFC,2027-06-29,SYS_065,AST_5FCFB413,REMPLACEMENT,PANNE,1800.0
ACT_979B6ACB,2027-06-29,SYS_084,AST_74D2E278,REMPLACEMENT,PANNE,1800.0
ACT_B88EAF35,2027-07-05,SYS_150,AST_ED334261,REMPLACEMENT,PANNE,1800.0
ACT_C0F06402,2027-07-13,SYS_144,AST_3D557649,REMPLACEMENT,PANNE,1800.0
ACT_33870650,2027-07-18,SYS_192,AST_32172A9D,REMPLACEMENT,PANNE,1800.0
ACT_D693F0C4,2027-07-21,SYS_159,AST_1F1EA88D,REMPLACEMENT,PANNE,1800.0
ACT_BC52F354,2027-08-02,SYS_069,AST_F94BBA7D,REMPLACEMENT,PANNE,1800.0
ACT_27483324,2027-08-05,SYS_156,AST_015B647B,REMPLACEMENT,PANNE,1800.0
ACT_F4B8DB57,2027-08-12,SYS_174,AST_64F43357,REMPLACEMENT,PANNE,1800.0
ACT_2907E5F6,2027-08-15,SYS_198,AST_894623C8,REMPLACEMENT,PANNE,1800.0
ACT_9FF3DD57,2027-08-19,SYS_064,AST_5C06336A,REMPLACEMENT,PANNE,1800.0
ACT_5C7DC466,2027-08-20,SYS_023,AST_F4320DCD,REMPLACEMENT,PANNE,1800.0
ACT_2CC841BD,2027-08-22,SYS_027,AST_832C7EF4,REMPLACEMENT,PANNE,1800.0
ACT_455860FB,2027-08-24,SYS_090,AST_BC9A68B6,REMPLACEMENT,PANNE,1800.0
ACT_B80CAA1C,2027-08-25,SYS_136,AST_D201D234,REMPLACEMENT,PANNE,1800.0
ACT_5EA6FB8B,2027-08-29,SYS_022,AST_2B1962C0,REMPLACEMENT,PANNE,1800.0
ACT_8961CBE4,2027-08-30,SYS_033,AST_3D34F917,REMPLACEMENT,PANNE,1800.0
ACT_8ABA17C8,2027-08-31,SYS_031,AST_2BFE6469,REMPLACEMENT,PANNE,1800.0
ACT_4CAE8B38,2027-09-02,SYS_129,AST_5F795E74,REMPLACEMENT,PANNE,1800.0
ACT_206C6919,2027-09-03,SYS_053,AST_06D5F92B,REMPLACEMENT,PANNE,1800.0
ACT_715A651E,2027-09-08,SYS_176,AST_EA1D92BF,REMPLACEMENT,PANNE,1800.0
ACT_C11FF34E,2027-09-09,SYS_179,AST_D1A4C571,REMPLACEMENT,PANNE,1800.0
ACT_C5A96895,2027-09-10,SYS_153,AST_3F8F50E9,REMPLACEMENT,PANNE,1800.0
ACT_D8729D30,2027-09-12,SYS_199,AST_EFABF454,REMPLACEMENT,PANNE,1800.0
ACT_D099E5D2,2027-09-13,SYS_076,AST_1E616674,REMPLACEMENT,PANNE,1800.0
ACT_A0C37921,2027-09-13,SYS_117,AST_6601616C,REMPLACEMENT,PANNE,1800.0
ACT_36E562C7,2027-09-15,SYS_140,AST_FA04189F,REMPLACEMENT,PANNE,1800.0
ACT_454C3EAF,2027-09-15,SYS_168,AST_CF255B0D,REMPLACEMENT,PANNE,1800.0
ACT_2E9E2994,2027-09-16,SYS_119,AST_3402A5E3,REMPLACEMENT,PANNE,1800.0
ACT_61FCFBFC,2027-09-19,SYS_197,AST_A4BF4A00,REMPLACEMENT,PANNE,1800.0
ACT_8C5A28A9,2027-09-20,SYS_018,AST_27A40929,REMPLACEMENT,PANNE,1800.0
ACT_9E7D2D6C,2027-09-24,SYS_035,AST_E39D2CB2,REMPLACEMENT,PANNE,1800.0
ACT_C20C109B,2027-09-30,SYS_189,AST_80E9A1BF,REMPLACEMENT,PANNE,1800.0
ACT_966421B7,2027-10-01,SYS_050,AST_13678646,REMPLACEMENT,PANNE,1800.0
ACT_913DC922,2027-10-02,SYS_166,AST_A495508C,REMPLACEMENT,PANNE,1800.0
ACT_9428C94D,2027-10-03,SYS_092,AST_9F46E528,REMPLACEMENT,PANNE,1800.0
ACT_95507C8E,2027-10-03,SYS_122,AST_6FDD9355,REMPLACEMENT,PANNE,1800.0
ACT_AEE4FBDE,2027-10-04,SYS_112,AST_C2849A15,REMPLACEMENT,PANNE,1800.0
ACT_8409BC63,2027-10-08,SYS_015,AST_0C9E729E,REMPLACEMENT,PANNE,1800.0
ACT_309687E0,2027-10-08,SYS_034,AST_4EF24A7D,REMPLACEMENT,PANNE,1800.0
ACT_E6A06907,2027-10-08,SYS_115,AST_635D4F58,REMPLACEMENT,PANNE,1800.0
ACT_680E7089,2027-10-11,SYS_040,AST_5D9ECC40,REMPLACEMENT,PANNE,1800.0
