id,date,systeme_id,asset_id,usure,probabilite_journaliere,cout
FAIL_F717FD10,2026-08-13,SYS_123,AST_198AD6FB,1.846121,0.00128643,9415.35
FAIL_9854CC18,2026-08-18,SYS_136,AST_D354652F,1.951189,0.00145345,9541.43
FAIL_C6A86BC7,2026-08-24,SYS_198,AST_42E9F215,1.935612,0.00143348,9522.73
FAIL_435A6194,2026-08-28,SYS_005,AST_BC055663,1.649353,0.0010311,9179.22
FAIL_715FC573,2026-08-28,SYS_170,AST_6526B16B,1.218545,0.00062437,8662.25
FAIL_9B0751FF,2026-09-07,SYS_140,AST_6C43486A,1.979764,0.00151634,9575.72
FAIL_B442275D,2026-09-09,SYS_121,AST_CC73101A,2.321451,0.0022098,9985.74
FAIL_E04122CC,2026-09-10,SYS_010,AST_7042E21A,1.957416,0.00148198,9548.9
FAIL_1EBAFA7A,2026-09-11,SYS_095,AST_70F28220,2.264405,0.00207781,9917.29
FAIL_C09E7DBE,2026-09-11,SYS_185,AST_2D5D53AA,2.217786,0.00197405,9861.34
FAIL_8391B384,2026-09-12,SYS_127,AST_4BD04660,2.225153,0.00199119,9870.18
FAIL_304FDBCB,2026-09-13,SYS_002,AST_209A860D,2.197846,0.00193338,9837.42
FAIL_1E65C4B5,2026-09-14,SYS_148,AST_526E3DB8,2.053932,0.00165145,9664.72
FAIL_A8436877,2026-09-16,SYS_092,AST_9BD33CB2,2.041263,0.0016304,9649.52
FAIL_DCCC4384,2026-09-16,SYS_168,AST_5B60B7CF,2.275782,0.00210972,9930.94
FAIL_85D84480,2026-09-16,SYS_179,AST_0F03A6B7,2.204164,0.00195005,9845.0
FAIL_B25ED0C8,2026-09-21,SYS_186,AST_B563FA5A,2.174378,0.00189242,9809.25
FAIL_DF0F3F98,2026-09-26,SYS_073,AST_4ADFFABE,2.24138,0.0020426,9889.66
FAIL_007E311D,2026-09-27,SYS_057,AST_B88D3635,2.471661,0.00263211,10165.99
FAIL_29D7DE1F,2026-09-27,SYS_182,AST_E248E932,2.498875,0.00271199,10198.65
FAIL_C54D1456,2026-10-01,SYS_034,AST_2E64DC5D,2.468043,0.00262742,10161.65
FAIL_383ED139,2026-10-01,SYS_072,AST_D177727F,2.388336,0.00240713,10066.0
FAIL_DA1BF22D,2026-10-01,SYS_156,AST_D66363EA,2.393915,0.00242193,10072.7
FAIL_14AD243F,2026-10-02,SYS_145,AST_995A02D6,2.240823,0.00204807,9888.99
FAIL_5C86A847,2026-10-06,SYS_004,AST_A8E1225C,2.519729,0.00278853,10223.67
FAIL_0EFE6360,2026-10-09,SYS_027,AST_73588D52,2.325901,0.0022574,9991.08
FAIL_1C37EA33,2026-10-09,SYS_060,AST_05029969,2.454555,0.00260013,10145.47
FAIL_04C156A1,2026-10-09,SYS_098,AST_66843B83,2.331402,0.00227109,9997.68
FAIL_97CE300C,2026-10-12,SYS_079,AST_B607F3D7,2.876982,0.00414168,10652.38
FAIL_308EB0B4,2026-10-20,SYS_037,AST_E56AF87A,2.383119,0.00241839,10059.74
FAIL_C4496462,2026-10-20,SYS_096,AST_59BAD82B,2.748822,0.00361385,10498.59
FAIL_4D37DF09,2026-10-22,SYS_178,AST_6C4C67EF,2.484563,0.00270646,10181.48
FAIL_AF0D021F,2026-10-29,SYS_020,AST_D51C48EF,2.842969,0.00402716,10611.56
FAIL_F4790294,2026-11-03,SYS_196,AST_CBB5B3BD,2.781749,0.00377569,10538.1
FAIL_5E98A02B,2026-11-05,SYS_112,AST_0169286F,2.539211,0.002896,10247.05
FAIL_C036CDCB,2026-11-07,SYS_119,AST_9AF34E7D,2.674799,0.00336469,10409.76
FAIL_C028A271,2026-11-11,SYS_015,AST_DAD7EB79,3.004617,0.00484326,10805.54
FAIL_CA95D85B,2026-11-12,SYS_190,AST_9A68C5AE,2.714124,0.0035228,10456.95
FAIL_261B5A6E,2026-11-19,SYS_053,AST_54AEB0D4,2.740146,0.00363881,10488.18
FAIL_61183DAA,2026-11-21,SYS_166,AST_6FFA766E,2.657998,0.00332858,10389.6
FAIL_6B6E2256,2026-11-22,SYS_141,AST_0B1DA9ED,2.807165,0.00392309,10568.6
FAIL_4EF63959,2026-11-24,SYS_001,AST_CE6BDAD7,2.796359,0.00388106,10555.63
FAIL_E1C55545,2026-11-29,SYS_039,AST_34C330B2,2.335201,0.00228809,10002.24
FAIL_D8403BB8,2026-11-29,SYS_089,AST_33EB50F5,2.958874,0.00465168,10750.65
FAIL_B35B1AC4,2026-11-30,SYS_180,AST_ECD84443,3.091297,0.00538208,10909.56
FAIL_E7FCA26E,2026-12-01,SYS_026,AST_23763E33,2.823431,0.00401347,10588.12
FAIL_D830A0F1,2026-12-01,SYS_054,AST_526F36B6,2.967016,0.00469857,10760.42
FAIL_46468E85,2026-12-02,SYS_150,AST_72D84ED0,2.951689,0.00462272,10742.03
FAIL_F628509F,2026-12-04,SYS_125,AST_019393DB,2.962759,0.00468434,10755.31
FAIL_334652FE,2026-12-07,SYS_033,AST_76080EEF,3.035526,0.00508205,10842.63
FAIL_8A908472,2026-12-12,SYS_109,AST_870B8A45,2.93752,0.00457635,10725.02
FAIL_59D661DA,2026-12-16,SYS_149,AST_DD4E05B3,3.150502,0.00579364,10980.6
FAIL_20C21DA7,2026-12-18,SYS_138,AST_81798ABF,3.00692,0.00495471,10808.3
FAIL_D69EE94B,2026-12-23,SYS_113,AST_A448A25A,3.166875,0.00592122,11000.25
FAIL_73376307,2026-12-25,SYS_007,AST_12CCDAFF,3.307535,0.00691619,11169.04
FAIL_4F2DED40,2026-12-27,SYS_076,AST_25C679B7,3.075789,0.00536994,10890.95
FAIL_DCD62D55,2026-12-28,SYS_029,AST_5F0C1997,3.393128,0.00760885,11271.75
FAIL_B3831EA7,2026-12-30,SYS_130,AST_3657CFD9,3.365812,0.00739253,11238.97
FAIL_A514246B,2026-12-30,SYS_147,AST_ED79DE50,3.177439,0.00601317,11012.93
FAIL_D0E0CC89,2027-01-03,SYS_074,AST_55BFA293,3.338244,0.00718819,11205.89
FAIL_CC538C40,2027-01-03,SYS_143,AST_6F761386,3.304669,0.00692846,11165.6
FAIL_9370DA32,2027-01-03,SYS_195,AST_E38A872D,3.122484,0.00567383,10946.98
FAIL_A494F091,2027-01-05,SYS_070,AST_3E01BD6C,3.177008,0.00603006,11012.41
FAIL_FEF19CBC,2027-01-05,SYS_078,AST_0C2756E6,3.529086,0.00886947,11434.9
FAIL_B9BA0244,2027-01-07,SYS_137,AST_E013914E,3.40584,0.00775781,11287.01
FAIL_7BADF7B9,2027-01-08,SYS_008,AST_C45E6D1A,3.348442,0.00728886,11218.13
FAIL_1CD6E63D,2027-01-08,SYS_042,AST_39CD3654,3.089716,0.00548849,10907.66
FAIL_16C10810,2027-01-08,SYS_064,AST_6763F995,3.341153,0.00723086,11209.38
FAIL_FA1B3C64,2027-01-10,SYS_055,AST_5EEB844E,3.046941,0.00524261,10856.33
FAIL_CF19FB6B,2027-01-11,SYS_024,AST_A8A455F9,3.303558,0.00695033,11164.27
FAIL_5DC6FD3F,2027-01-15,SYS_038,AST_F2406AEE,3.262489,0.00665887,11114.99
FAIL_04DED28D,2027-01-15,SYS_044,AST_C1CE19B1,3.490353,0.0085476,11388.42
FAIL_E47BA1FD,2027-01-15,SYS_051,AST_9CFB4F0F,3.425162,0.00795847,11310.19
FAIL_608F9B44,2027-01-15,SYS_108,AST_47B06271,2.740866,0.00361786,10489.04
FAIL_88DBBD7A,2027-01-15,SYS_169,AST_17871AF6,3.335416,0.00721305,11202.5
FAIL_7ED96C2B,2027-01-16,SYS_100,AST_B3B6FD29,3.464718,0.00831546,11357.66
FAIL_F84BBD6D,2027-01-17,SYS_101,AST_9B4C33A1,3.322621,0.00712036,11187.14
FAIL_B4354274,2027-01-18,SYS_183,AST_75F9ABF8,3.223668,0.00639186,11068.4
FAIL_C898AD3C,2027-01-19,SYS_131,AST_66029EC9,3.562768,0.00927324,11475.32
FAIL_58A17AFE,2027-01-20,SYS_003,AST_680DF7B7,3.350069,0.00734986,11220.08
FAIL_283C48DC,2027-01-20,SYS_091,AST_06D0762B,3.181424,0.00610919,11017.71
FAIL_29C02AD1,2027-01-20,SYS_107,AST_67AA0F31,3.369752,0.00751012,11243.7
FAIL_826B2CD3,2027-01-21,SYS_090,AST_65285061,3.423609,0.007971,11308.33
FAIL_E98B41DA,2027-01-21,SYS_123,AST_723836AD,1.248957,0.00064702,8698.75
FAIL_2453534B,2027-01-23,SYS_087,AST_B57D1BDF,3.670947,0.01046172,11605.14
FAIL_EEDB00CF,2027-01-23,SYS_099,AST_92DC088A,3.738182,0.01126025,11685.82
FAIL_5123EFE5,2027-01-23,SYS_122,AST_0DC378F4,3.163143,0.00599776,10995.77
FAIL_A7B78091,2027-01-23,SYS_146,AST_BDF51D3C,3.376242,0.00757612,11251.49
FAIL_CF21F180,2027-01-23,SYS_157,AST_71299468,3.5944,0.00962097,11513.28
FAIL_9D20D3DE,2027-01-24,SYS_193,AST_EB7FC0A3,2.11246,0.00175828,9734.95
FAIL_55C4DE15,2027-01-25,SYS_068,AST_98A79446,3.784584,0.01185932,11741.5
FAIL_F0132C2B,2027-01-25,SYS_173,AST_54DAF684,3.585553,0.00953863,11502.66
FAIL_7EBD8EE3,2027-01-26,SYS_050,AST_39BC9634,3.725945,0.0111287,11671.13
FAIL_EC0C0B71,2027-01-26,SYS_194,AST_82243813,3.347147,0.00735039,11216.58
FAIL_FD5779E5,2027-01-27,SYS_013,AST_AB066D97,3.512148,0.00881158,11414.58
FAIL_C65C5D5E,2027-01-27,SYS_081,AST_87767A88,3.621021,0.00992707,11545.23
FAIL_9301F7BB,2027-01-29,SYS_094,AST_ACF75284,1.501405,0.00086771,9001.69
FAIL_033EF545,2027-01-30,SYS_085,AST_74F8264E,3.500428,0.00871345,11400.51
FAIL_AB0A68F0,2027-01-30,SYS_184,AST_777823C0,3.593778,0.00965119,11512.53
FAIL_348BCC7A,2027-02-02,SYS_041,AST_64663930,3.782395,0.01188263,11738.87
FAIL_A9C1F786,2027-02-02,SYS_070,AST_66C2D702,0.14511,0.00017866,7374.13
FAIL_D8D73302,2027-02-05,SYS_097,AST_D460A1FE,3.734362,0.011293,11681.23
FAIL_16C5907E,2027-02-06,SYS_056,AST_94F23DF7,3.794265,0.0120641,11753.12
FAIL_4C6A0C98,2027-02-06,SYS_181,AST_202F8C6C,3.374974,0.00762364,11249.97
FAIL_2A4F7907,2027-02-09,SYS_016,AST_B9153615,3.772267,0.01179665,11726.72
FAIL_2350272C,2027-02-09,SYS_040,AST_1213DDD2,3.756827,0.01159914,11708.19
FAIL_B1C712CC,2027-02-09,SYS_103,AST_1E101C6C,3.517283,0.00892434,11420.74
FAIL_D1D46FE8,2027-02-10,SYS_187,AST_467777F6,3.643767,0.01025527,11572.52
FAIL_12CA059C,2027-02-11,SYS_083,AST_D76B2ABC,3.586826,0.0096409,11504.19
FAIL_F7AB3683,2027-02-12,SYS_164,AST_75536AFE,3.910892,0.01374892,11893.07
FAIL_AE67ED94,2027-02-14,SYS_067,AST_B19DBC94,3.566384,0.00944299,11479.66
FAIL_877B8B1E,2027-02-14,SYS_174,AST_4E532276,3.554263,0.00931849,11465.12
FAIL_B2753A7B,2027-02-20,SYS_163,AST_1D91BE2D,3.592573,0.00974947,11511.09
FAIL_FD6FE854,2027-02-21,SYS_142,AST_1465A423,3.295738,0.007047,11154.89
FAIL_B5FC5815,2027-02-21,SYS_189,AST_104A7D05,3.653224,0.01042427,11583.87
FAIL_B4967323,2027-02-22,SYS_048,AST_9C47E08B,3.816773,0.01247285,11780.13
FAIL_7F232966,2027-02-22,SYS_059,AST_FF024979,3.908837,0.01379295,11890.6
FAIL_C68DBC7D,2027-02-23,SYS_095,AST_A200E9E0,1.330281,0.0007091,8796.34
FAIL_CD52115E,2027-02-23,SYS_155,AST_577FB274,3.924067,0.01403195,11908.88
FAIL_3F8B4BBD,2027-02-24,SYS_012,AST_4C10F15D,3.821827,0.01255561,11786.19
FAIL_82D0BCC4,2027-02-25,SYS_028,AST_4E19BF85,3.759034,0.01172896,11710.84
FAIL_7695144C,2027-02-25,SYS_124,AST_4A61EA69,3.710047,0.01111709,11652.06
FAIL_9A3BC23B,2027-02-26,SYS_162,AST_222600B4,3.843924,0.01287656,11812.71
FAIL_2289AEA6,2027-02-27,SYS_045,AST_8ECE2038,1.954672,0.00145982,9545.61
FAIL_65A2719A,2027-02-27,SYS_079,AST_5BAB5E5A,1.087467,0.00053496,8504.96
FAIL_B8FCC890,2027-03-04,SYS_043,AST_8206A665,4.000733,0.01533201,12000.88
FAIL_E99159A2,2027-03-07,SYS_177,AST_FD8D51D8,3.822955,0.01264662,11787.55
FAIL_A16F08D2,2027-03-08,SYS_022,AST_CAF63ED1,3.858704,0.01315766,11830.45
FAIL_BF731572,2027-03-09,SYS_062,AST_40D328E5,3.656493,0.01055326,11587.79
FAIL_CA4104C8,2027-03-09,SYS_199,AST_C2D28E97,3.80976,0.01247911,11771.71
FAIL_11DA3AD4,2027-03-10,SYS_167,AST_7C4B04B2,3.696766,0.01103464,11636.12
FAIL_2F9BC18B,2027-03-12,SYS_025,AST_EF72C3BD,3.759997,0.01183765,11712.0
FAIL_ADEF272B,2027-03-14,SYS_011,AST_94712B4B,3.875679,0.01344782,11850.81
FAIL_4B14809D,2027-03-14,SYS_104,AST_461DCB25,4.145002,0.01804276,12174.0
FAIL_9AED08E7,2027-03-15,SYS_116,AST_C8F4EC0B,3.927824,0.0142438,11913.39
FAIL_5B8ECEA7,2027-03-15,SYS_176,AST_FC1E27AE,3.970049,0.01491592,11964.06
FAIL_7A25591C,2027-03-16,SYS_084,AST_4E4B9ABB,4.215685,0.01950843,12258.82
FAIL_220BD677,2027-03-18,SYS_152,AST_792D2D41,4.011705,0.01563529,12014.05
FAIL_3937B6D0,2027-03-19,SYS_000,AST_A3927809,3.844482,0.01303255,11813.38
FAIL_9988917C,2027-03-19,SYS_093,AST_F96483C1,3.880183,0.01355099,11856.22
FAIL_75B16458,2027-03-19,SYS_197,AST_F70439D3,3.83393,0.01288313,11800.72
FAIL_04628383,2027-03-21,SYS_021,AST_5778DEB3,4.0392,0.01613779,12047.04
FAIL_9059173A,2027-03-21,SYS_120,AST_34C8A71D,4.172332,0.01865903,12206.8
FAIL_B57CEFA8,2027-03-22,SYS_017,AST_C92EA2C0,3.960005,0.01480953,11952.01
FAIL_C48E82AA,2027-03-22,SYS_118,AST_5ED04620,3.998653,0.01544769,11998.38
FAIL_9242BFEB,2027-03-22,SYS_171,AST_3869ADA2,4.418158,0.02439472,12501.79
FAIL_79EB89A8,2027-03-23,SYS_139,AST_DE799A2B,4.013843,0.01571446,12016.61
FAIL_C50400E2,2027-03-24,SYS_066,AST_67336A49,4.126406,0.01777695,12151.69
FAIL_DE8D8A9E,2027-03-26,SYS_110,AST_26B1A316,4.184932,0.01896836,12221.92
FAIL_2B7DA5B5,2027-03-29,SYS_191,AST_22974F49,3.999944,0.01552847,11999.93
FAIL_9C334C90,2027-03-31,SYS_049,AST_482C2E0B,3.898798,0.01391997,11878.56
FAIL_2CB04B0F,2027-03-31,SYS_126,AST_60626D57,4.478236,0.02616647,12573.88
FAIL_17CB6A74,2027-04-01,SYS_105,AST_E1D10B0D,4.156062,0.01844091,12187.27
FAIL_3EB8438C,2027-04-01,SYS_153,AST_01DD3D9D,4.232592,0.0200442,12279.11
FAIL_0690470E,2027-04-02,SYS_133,AST_8E319D44,4.341234,0.02257191,12409.48
FAIL_06A097BF,2027-04-02,SYS_172,AST_79586B97,3.991125,0.0154132,11989.35
FAIL_4F3AD647,2027-04-03,SYS_047,AST_4EEE04B0,4.117179,0.01769487,12140.61
FAIL_485BE623,2027-04-05,SYS_052,AST_22AF4C63,4.223882,0.01977972,12268.66
FAIL_63931F97,2027-04-05,SYS_165,AST_3D5CA9E8,4.083945,0.01708368,12100.73
FAIL_D4058E0D,2027-04-05,SYS_182,AST_92489577,1.552204,0.00091755,9062.65
FAIL_90DEEFF9,2027-04-09,SYS_036,AST_44929F98,4.027292,0.01609482,12032.75
FAIL_A3F5D24B,2027-04-10,SYS_019,AST_0003332F,4.228187,0.02004589,12273.82
FAIL_00BDCA56,2027-04-10,SYS_106,AST_343D0DD9,3.94797,0.01476802,11937.56
FAIL_3A4A0029,2027-04-11,SYS_134,AST_5F9B8EC8,3.994352,0.01554345,11993.22
FAIL_5FB5D047,2027-04-13,SYS_129,AST_CD86BA0A,2.806015,0.00389038,10567.22
FAIL_CB7620A0,2027-04-14,SYS_154,AST_7792A1B5,4.354059,0.02303816,12424.87
FAIL_E1A6FE7B,2027-04-15,SYS_111,AST_044BBD5B,4.209497,0.01969537,12251.4
FAIL_57565471,2027-04-15,SYS_115,AST_0B99410C,4.202868,0.01955369,12243.44
FAIL_02BC88F9,2027-04-18,SYS_175,AST_13574774,4.412228,0.02459481,12494.67
FAIL_11034076,2027-04-21,SYS_058,AST_148E0935,4.543622,0.02841059,12652.35
FAIL_292029D6,2027-04-26,SYS_102,AST_43A0B4F8,4.325781,0.02248622,12390.94
FAIL_A94B6102,2027-04-30,SYS_071,AST_D1A7DCE5,4.052114,0.01672642,12062.54
FAIL_E5613931,2027-04-30,SYS_085,AST_71E464C9,0.715081,0.00034597,8058.1
FAIL_D1520BA3,2027-05-02,SYS_069,AST_680D6915,4.62181,0.03110642,12746.17
FAIL_38B11DD9,2027-05-07,SYS_158,AST_5E5F6C5E,4.424101,0.02517151,12508.92
FAIL_93A24BF5,2027-05-09,SYS_080,AST_C02D62DE,4.545557,0.02874836,12654.67
FAIL_EE1AEB37,2027-05-10,SYS_160,AST_57641A8D,4.496773,0.02728171,12596.13
FAIL_AD9FDA4C,2027-05-11,SYS_114,AST_183368BB,4.396021,0.02446823,12475.23
FAIL_C91136FE,2027-05-13,SYS_046,AST_D407BD29,4.754763,0.03612934,12905.72
FAIL_04F0A651,2027-05-13,SYS_061,AST_7E5B5E98,4.565979,0.0294553,12679.17
FAIL_993D5CBE,2027-05-14,SYS_077,AST_AFCE8249,4.484045,0.02696579,12580.85
FAIL_0CB83325,2027-05-17,SYS_009,AST_99BE6D36,4.930732,0.04376838,13116.88
FAIL_BA70487E,2027-05-17,SYS_020,AST_0185D81E,1.605296,0.00097805,9126.36
FAIL_00C20885,2027-05-17,SYS_082,AST_BB478D66,4.638113,0.03191734,12765.74
FAIL_93D66397,2027-05-28,SYS_161,AST_08431E3E,4.900841,0.04263379,13081.01
FAIL_65618E37,2027-05-29,SYS_151,AST_4626C6A3,5.041804,0.049631,13250.16
FAIL_AAA88645,2027-05-30,SYS_032,AST_A054240D,4.879214,0.04169742,13055.06
FAIL_211F8A6E,2027-05-31,SYS_005,AST_B18ABD07,2.206527,0.00197448,9847.83
FAIL_2C93FC1B,2027-05-31,SYS_030,AST_97F59D91,4.862863,0.04099155,13035.44
FAIL_9F932724,2027-05-31,SYS_132,AST_4928265C,4.794516,0.03808004,12953.42
FAIL_6EE7E71A,2027-06-05,SYS_063,AST_F89A49F1,4.629183,0.03193582,12755.02
FAIL_1BFEE930,2027-06-05,SYS_128,AST_0692480B,4.295697,0.02156272,12354.84
FAIL_51F22756,2027-06-10,SYS_014,AST_B3593FC4,4.373436,0.02426592,12448.12
FAIL_020286A9,2027-06-10,SYS_088,AST_E5BE752B,4.861042,0.04113135,13033.25
FAIL_C3F0EF27,2027-06-12,SYS_178,AST_202A7035,1.892064,0.00136498,9470.48
FAIL_9E8B3977,2027-06-13,SYS_135,AST_787940AC,4.816554,0.0392692,12979.86
FAIL_B8211E0C,2027-06-21,SYS_086,AST_B599C173,4.858997,0.04128378,13030.8
FAIL_220BB6D0,2027-06-24,SYS_096,AST_A12D7A9A,2.067786,0.00166855,9681.34
FAIL_E9A74058,2027-06-29,SYS_065,AST_5FCFB413,3.165722,0.00589117,10998.87
FAIL_BD410D0C,2027-06-29,SYS_084,AST_74D2E278,0.734852,0.0003565,8081.82
FAIL_1963A4E6,2027-07-05,SYS_150,AST_ED334261,1.881223,0.00133558,9457.47
FAIL_37339D10,2027-07-13,SYS_144,AST_3D557649,3.070369,0.00530901,10884.44
FAIL_45F3892F,2027-07-18,SYS_192,AST_32172A9D,5.068949,0.05247757,13282.74
FAIL_2FC58865,2027-07-21,SYS_159,AST_1F1EA88D,3.941147,0.01443685,11929.38
FAIL_AC9AF3BF,2027-08-02,SYS_069,AST_F94BBA7D,0.715204,0.0003464,8058.24
FAIL_848C501E,2027-08-05,SYS_156,AST_015B647B,2.62394,0.00317844,10348.73
FAIL_9F984A0C,2027-08-12,SYS_174,AST_64F43357,1.420588,0.00078916,8904.71
FAIL_F1826651,2027-08-15,SYS_198,AST_894623C8,2.930875,0.0045705,10717.05
FAIL_83E84FF9,2027-08-19,SYS_064,AST_5C06336A,1.852193,0.00129931,9422.63
FAIL_BECC4F1F,2027-08-20,SYS_023,AST_F4320DCD,3.393956,0.00780513,11272.75
FAIL_4126BA30,2027-08-22,SYS_027,AST_832C7EF4,2.739017,0.00362438,10486.82
FAIL_6842A73E,2027-08-24,SYS_090,AST_BC9A68B6,1.789656,0.00120769,9347.59
FAIL_59215313,2027-08-25,SYS_136,AST_D201D234,3.410095,0.00779832,11292.11
FAIL_711524CE,2027-08-29,SYS_022,AST_2B1962C0,1.337851,0.00071856,8805.42
FAIL_37454BC3,2027-08-30,SYS_033,AST_3D34F917,2.22338,0.00200041,9868.06
FAIL_78BB7656,2027-08-31,SYS_031,AST_2BFE6469,4.95796,0.04594558,13149.55
FAIL_C65C672E,2027-09-02,SYS_129,AST_5F795E74,1.238057,0.0006327,8685.67
FAIL_0C55C153,2027-09-03,SYS_053,AST_06D5F92B,2.468392,0.00265009,10162.07
FAIL_7C73E458,2027-09-08,SYS_176,AST_EA1D92BF,1.50732,0.00086717,9008.78
FAIL_68950ABA,2027-09-09,SYS_179,AST_D1A4C571,3.262226,0.00658104,11114.67
FAIL_CA6A76FB,2027-09-10,SYS_153,AST_3F8F50E9,1.300418,0.00068507,8760.5
FAIL_7DFC18E4,2027-09-12,SYS_199,AST_EFABF454,1.465044,0.00083233,8958.05
FAIL_099C73BD,2027-09-13,SYS_076,AST_1E616674,2.155688,0.00185091,9786.83
FAIL_E5A66D0E,2027-09-13,SYS_117,AST_6601616C,3.811529,0.0124286,11773.84
FAIL_BF577958,2027-09-15,SYS_140,AST_FA04189F,3.346899,0.00728051,11216.28
FAIL_3DBDF379,2027-09-15,SYS_168,AST_CF255B0D,3.214809,0.00626814,11057.77
FAIL_62C05C1B,2027-09-16,SYS_119,AST_3402A5E3,2.808354,0.00390252,10570.02
FAIL_306AFE3B,2027-09-19,SYS_197,AST_A4BF4A00,1.391128,0.0007661,8869.35
FAIL_AB5F9F7B,2027-09-20,SYS_018,AST_27A40929,3.678688,0.01070712,11614.43
FAIL_EF3230B7,2027-09-24,SYS_035,AST_E39D2CB2,4.794764,0.03825434,12953.72
FAIL_824A5B33,2027-09-30,SYS_189,AST_80E9A1BF,1.887717,0.00134958,9465.26
FAIL_6205BA94,2027-10-01,SYS_050,AST_13678646,2.053937,0.00164424,9664.72
FAIL_3E56F749,2027-10-02,SYS_166,AST_A495508C,2.747863,0.00365575,10497.44
FAIL_0F193699,2027-10-03,SYS_092,AST_9F46E528,3.464701,0.00832439,11357.64
FAIL_DAB254F1,2027-10-03,SYS_122,AST_6FDD9355,2.114972,0.00176314,9737.97
FAIL_E592AE8F,2027-10-04,SYS_112,AST_C2849A15,3.005272,0.00489733,10806.33
FAIL_98CB44BC,2027-10-08,SYS_015,AST_0C9E729E,3.052313,0.00515112,10862.78
FAIL_99539AD6,2027-10-08,SYS_034,AST_4EF24A7D,2.960544,0.00476324,10752.65
FAIL_131BB53D,2027-10-08,SYS_115,AST_635D4F58,1.476218,0.00083756,8971.46
FAIL_18F709B2,2027-10-11,SYS_040,AST_5D9ECC40,1.911656,0.00140312,9493.99
FAIL_B5D05C70,2027-10-11,SYS_134,AST_5625212D,1.552495,0.00091433,9062.99
FAIL_A681F5E3,2027-10-14,SYS_103,AST_F937A161,2.221323,0.00197524,9865.59
FAIL_65D0F402,2027-10-15,SYS_126,AST_D63C356B,1.69923,0.00108327,9239.08
FAIL_64F1F450,2027-10-15,SYS_173,AST_8E67B027,2.035014,0.00162368,9642.02
FAIL_9E937662,2027-10-18,SYS_188,AST_152D58EA,4.001068,0.01564928,12001.28
FAIL_7A2B516A,2027-10-24,SYS_141,AST_DF0156A6,3.162451,0.00582853,10994.94
FAIL_0A3AFAA2,2027-10-29,SYS_125,AST_6DE8D682,2.957595,0.00463754,10749.11
FAIL_1BC96CAC,2027-11-04,SYS_041,AST_0981F4C7,2.229834,0.00202459,9875.8
FAIL_CF05D8B7,2027-11-06,SYS_142,AST_90109E33,1.939012,0.00145708,9526.81
FAIL_9863B14F,2027-11-11,SYS_081,AST_8C0F7358,2.376287,0.00239505,10051.54
FAIL_1528C7CC,2027-11-12,SYS_037,AST_6448D24C,3.64547,0.01017962,11574.56
FAIL_B1899122,2027-11-19,SYS_006,AST_B23A5A7F,4.798193,0.03819031,12957.83
FAIL_A03B51B2,2027-11-20,SYS_158,AST_628E65E3,1.656335,0.0010328,9187.6
FAIL_72591820,2027-11-22,SYS_042,AST_4C9147B3,2.728104,0.00358316,10473.72
FAIL_75ED4101,2027-11-24,SYS_074,AST_1381C060,2.616802,0.00318308,10340.16
FAIL_ED2E16F7,2027-11-24,SYS_095,AST_D08BAC39,2.21081,0.00198162,9852.97
