id,date,systeme_id,asset_id,usure,probabilite_journaliere,cout
FAIL_DCFA3030,2027-07-09,SYS_026,AST_B7959A5C,0.969013,0.00056083,8362.82
FAIL_51F92CD1,2027-07-20,SYS_177,AST_D268BF76,0.53484,0.0003681,7841.81
FAIL_7B49A9CB,2027-07-26,SYS_025,AST_E767A2E7,0.914362,0.00056061,8297.23
FAIL_8CAEEE30,2027-07-27,SYS_135,AST_33AE7546,0.573873,0.00038573,7888.65
FAIL_EAEAC14B,2027-07-28,SYS_077,AST_71806DDB,0.255542,0.00027194,7506.65
FAIL_122081A5,2027-08-26,SYS_165,AST_849D44BE,0.915251,0.00057077,8298.3
FAIL_374A3B9A,2027-09-07,SYS_195,AST_112DC772,0.889623,0.00055857,8267.55
FAIL_EEDA5275,2027-09-25,SYS_004,AST_34B81456,1.260196,0.00084787,8712.24
FAIL_5BC850BB,2027-10-03,SYS_100,AST_46B9882F,0.829057,0.00041472,8194.87
FAIL_7133B7E8,2027-10-24,SYS_079,AST_D2724D76,0.419526,0.00028229,7703.43
FAIL_F3231174,2027-11-04,SYS_050,AST_A1D4C9EF,0.110546,0.00017097,7332.66
FAIL_1B604BD4,2027-11-11,SYS_024,AST_360766DC,0.432992,0.00035031,7719.59
FAIL_55E50FB6,2027-11-15,SYS_171,AST_5A3839A3,0.642709,0.000334,7971.25
FAIL_0E3F2076,2027-11-23,SYS_007,AST_0811D38E,0.746336,0.0003569,8095.6
FAIL_EC9F0C64,2027-11-30,SYS_010,AST_BA1E579E,0.812942,0.00053758,8175.53
FAIL_6C1C8759,2027-12-13,SYS_035,AST_EC002B8E,0.450955,0.00036361,7741.15
FAIL_13D26691,2027-12-13,SYS_116,AST_C5B87FD2,1.323265,0.00070404,8787.92
FAIL_DA87B5CD,2027-12-21,SYS_165,AST_DAF61BF2,1.003843,0.00048238,8404.61
FAIL_78AA895A,2027-12-29,SYS_108,AST_8823CDE5,0.466267,0.00037304,7759.52
