id,date,systeme_id,asset_id,score,vrai_defaut,alerte,cout
INSP_C7C396C0,2026-01-26,SYS_153,AST_416FD4D1,0.387258,0,0,60.0
INSP_14CC1911,2026-01-26,SYS_164,AST_79E11B35,0.486882,0,0,60.0
INSP_33865F50,2026-01-26,SYS_166,AST_DA889646,0.128191,0,0,60.0
INSP_0F7F4144,2026-01-26,SYS_170,AST_41E4C47D,0.31795,0,0,60.0
INSP_C1B6B576,2026-01-26,SYS_183,AST_3AC31DE4,-0.129048,0,0,60.0
INSP_F21C6AB4,2026-01-26,SYS_194,AST_AFC2A365,0.088087,0,0,60.0
INSP_48CA4D5A,2026-01-27,SYS_006,AST_01B706B3,0.312536,0,0,60.0
INSP_C9AE0C25,2026-01-27,SYS_158,AST_FA571F5C,0.63672,0,0,60.0
INSP_72016728,2026-01-27,SYS_161,AST_D05D43D5,0.131488,0,0,60.0
INSP_83DE14BC,2026-01-27,SYS_165,AST_849D44BE,0.487743,0,0,60.0
INSP_50A2718C,2026-01-27,SYS_193,AST_B624BE5F,0.105359,0,0,60.0
INSP_8212E868,2026-01-27,SYS_197,AST_C302525D,0.481671,0,0,60.0
INSP_75F02D71,2026-01-28,SYS_004,AST_34B81456,0.180442,0,0,60.0
INSP_4C3539D4,2026-01-28,SYS_031,AST_9FC6C1DF,0.246329,0,0,60.0
INSP_15E373C0,2026-01-28,SYS_033,AST_78A40885,0.316216,0,0,60.0
INSP_2C5671B2,2026-01-28,SYS_050,AST_F69AFC56,0.16477,0,0,60.0
INSP_EEEA44D4,2026-01-28,SYS_082,AST_677BB75C,0.130007,0,0,60.0
INSP_5106E76B,2026-01-28,SYS_089,AST_F3FA3B59,0.543364,0,0,60.0
INSP_21776905,2026-01-28,SYS_096,AST_757A2281,0.362721,0,0,60.0
INSP_FB917D40,2026-01-28,SYS_124,AST_C6FED7CE,0.260652,0,0,60.0
INSP_D0D85FB4,2026-01-28,SYS_136,AST_46F2626C,0.561732,0,0,60.0
INSP_151696A9,2026-01-28,SYS_141,AST_C841EE03,-0.163541,0,0,60.0
INSP_C44C2317,2026-01-28,SYS_155,AST_EB9D2923,0.480753,0,0,60.0
INSP_FD3D9BF6,2026-01-28,SYS_157,AST_07151874,0.129615,0,0,60.0
INSP_C0D17FE9,2026-01-28,SYS_176,AST_5DF61EE8,-0.243808,0,0,60.0
INSP_934FA57B,2026-01-28,SYS_186,AST_5CB7885A,0.118311,0,0,60.0
INSP_4616296E,2026-01-28,SYS_198,AST_8C8EC664,-0.159962,0,0,60.0
INSP_F8B57537,2026-01-29,SYS_013,AST_0D114CD8,0.432805,0,0,60.0
INSP_9B66F206,2026-01-29,SYS_014,AST_C582AD53,0.269707,0,0,60.0
INSP_204CAC6A,2026-01-29,SYS_039,AST_0C2D90D2,0.043268,0,0,60.0
INSP_77238931,2026-01-29,SYS_043,AST_11D07EA3,-0.047275,0,0,60.0
INSP_FE946044,2026-01-29,SYS_051,AST_8936EA7E,0.048506,0,0,60.0
INSP_17A20FD9,2026-01-29,SYS_086,AST_0728AF86,0.136795,0,0,60.0
INSP_1CE07725,2026-01-29,SYS_091,AST_FF3BACB3,0.156245,0,0,60.0
INSP_211C9916,2026-01-29,SYS_100,AST_5436F9AF,-0.10613,0,0,60.0
INSP_65C41E05,2026-01-29,SYS_119,AST_A9E07DCD,0.356303,0,0,60.0
INSP_7F168D27,2026-01-29,SYS_131,AST_348BD6C0,0.49918,0,0,60.0
INSP_7DBDD5DC,2026-01-29,SYS_132,AST_B471717C,0.074541,0,0,60.0
INSP_EEE3E2BE,2026-01-29,SYS_133,AST_36645A9F,0.262688,0,0,60.0
INSP_E886A003,2026-01-29,SYS_154,AST_8779BF08,0.172566,0,0,60.0
INSP_789CBF99,2026-01-29,SYS_156,AST_C014C40A,0.31514,0,0,60.0
INSP_69A728A0,2026-01-29,SYS_163,AST_67436F82,0.16566,0,0,60.0
INSP_E786972A,2026-01-29,SYS_179,AST_65CE1E5F,0.09712,0,0,60.0
INSP_12C301FF,2026-01-29,SYS_188,AST_0D8C5A64,0.465396,0,0,60.0
INSP_4DE23BEB,2026-01-30,SYS_018,AST_D2AAE75F,-0.103173,0,0,60.0
INSP_7B6D4B26,2026-01-30,SYS_026,AST_DC1A2F24,0.326257,0,0,60.0
INSP_6C923612,2026-01-30,SYS_038,AST_C09E7897,0.391149,0,0,60.0
INSP_6D4FF606,2026-01-30,SYS_045,AST_71683139,0.200009,0,0,60.0
INSP_03CB2A07,2026-01-30,SYS_049,AST_8B590081,0.377826,0,0,60.0
INSP_1EBCB2D2,2026-01-30,SYS_055,AST_65BC7AF4,0.21972,0,0,60.0
INSP_6A9AD336,2026-01-30,SYS_061,AST_A35FE079,0.217655,0,0,60.0
INSP_26498975,2026-01-30,SYS_063,AST_54F1946F,0.176181,0,0,60.0
INSP_14DAA326,2026-01-30,SYS_072,AST_2677C73B,0.091497,0,0,60.0
INSP_49C70EF4,2026-01-30,SYS_078,AST_22724B56,0.639631,0,0,60.0
INSP_1ACFB165,2026-01-30,SYS_097,AST_78B2DAF5,0.563507,0,0,60.0
INSP_D0AAD27E,2026-01-30,SYS_107,AST_0C8966EF,0.195552,0,0,60.0
INSP_E0982394,2026-01-30,SYS_109,AST_0C852F01,0.158812,0,0,60.0
INSP_45B0DF90,2026-01-30,SYS_121,AST_57E427AB,0.492184,0,0,60.0
INSP_95BA9222,2026-01-30,SYS_125,AST_3F4357D4,0.731799,0,0,60.0
INSP_AB17236A,2026-01-30,SYS_130,AST_3A50A6C8,0.100304,0,0,60.0
INSP_702D86A6,2026-01-30,SYS_134,AST_513E84BA,0.63891,0,0,60.0
INSP_1C653F7B,2026-01-30,SYS_144,AST_E96A36D9,0.093491,0,0,60.0
INSP_7FD40579,2026-01-30,SYS_146,AST_1B8D46F6,0.193122,0,0,60.0
INSP_27CC6449,2026-01-30,SYS_152,AST_A78D477C,0.114026,0,0,60.0
INSP_21F31C9D,2026-01-30,SYS_167,AST_BF41CB64,0.221221,0,0,60.0
INSP_CA7136A8,2026-01-30,SYS_172,AST_ADEC264C,0.161727,0,0,60.0
INSP_3AC9E326,2026-01-30,SYS_173,AST_761AB970,0.418996,0,0,60.0
INSP_9CCC91F3,2026-01-30,SYS_181,AST_69222B18,-0.100516,0,0,60.0
INSP_48966A43,2026-01-30,SYS_182,AST_005BCD3C,0.102478,0,0,60.0
INSP_3C2F3FE3,2026-01-30,SYS_196,AST_83AEE438,0.015708,0,0,60.0
INSP_5A7E0DCD,2026-01-31,SYS_021,AST_47CEED8F,0.340225,0,0,60.0
INSP_3E896742,2026-01-31,SYS_025,AST_E767A2E7,0.023321,0,0,60.0
INSP_FA80AF2D,2026-01-31,SYS_048,AST_B7D85950,0.614812,0,0,60.0
INSP_31BD4CA2,2026-01-31,SYS_060,AST_93EE11F2,0.14605,0,0,60.0
INSP_1DFA9569,2026-01-31,SYS_073,AST_7072115A,0.514243,0,0,60.0
INSP_96EA4E91,2026-01-31,SYS_075,AST_E60AAA9C,0.103334,0,0,60.0
INSP_7344F250,2026-01-31,SYS_077,AST_71806DDB,0.2282,0,0,60.0
INSP_E07AF881,2026-01-31,SYS_085,AST_BC13EB44,0.33524,0,0,60.0
INSP_F182F440,2026-01-31,SYS_090,AST_3E900085,0.461584,0,0,60.0
INSP_12F499DF,2026-01-31,SYS_117,AST_62292464,0.32478,0,0,60.0
INSP_1E07F393,2026-01-31,SYS_128,AST_D607EFBB,0.61841,0,0,60.0
INSP_B10091A6,2026-01-31,SYS_129,AST_B8F71FDD,0.210876,0,0,60.0
INSP_AA28CE33,2026-01-31,SYS_135,AST_33AE7546,0.104195,0,0,60.0
INSP_B70611A8,2026-01-31,SYS_138,AST_BDEBA9F4,0.275493,0,0,60.0
INSP_9DB81361,2026-01-31,SYS_142,AST_A42F6532,0.247313,0,0,60.0
INSP_33356EBD,2026-01-31,SYS_184,AST_F713DE74,0.199786,0,0,60.0
INSP_2F99D6F6,2026-01-31,SYS_190,AST_FDA57079,0.264421,0,0,60.0
INSP_E54D3D48,2026-02-01,SYS_001,AST_5733BC75,0.296514,0,0,60.0
INSP_DEDE581B,2026-02-01,SYS_007,AST_48BC3EF9,0.209119,0,0,60.0
INSP_445A2BED,2026-02-01,SYS_009,AST_59AE948D,0.344209,0,0,60.0
INSP_7A40C483,2026-02-01,SYS_015,AST_0CF332F9,0.120055,0,0,60.0
INSP_F04AB905,2026-02-01,SYS_019,AST_295F6162,0.53567,0,0,60.0
INSP_4FCD4D82,2026-02-01,SYS_022,AST_3A3ABCBA,0.182047,0,0,60.0
INSP_BC0F6CFB,2026-02-01,SYS_027,AST_F62C7205,0.451919,0,0,60.0
INSP_11A50DF7,2026-02-01,SYS_065,AST_C0195FDC,0.140741,0,0,60.0
INSP_DCCC5F77,2026-02-01,SYS_102,AST_D4717E02,0.423374,0,0,60.0
INSP_E502ED7C,2026-02-01,SYS_110,AST_FED5DCED,0.263593,0,0,60.0
INSP_7CD61BC7,2026-02-01,SYS_114,AST_71208FE4,0.411048,0,0,60.0
INSP_769C806F,2026-02-01,SYS_116,AST_AA3DF989,0.300851,0,0,60.0
INSP_9E3BE6CC,2026-02-01,SYS_143,AST_F29B86AB,0.348985,0,0,60.0
INSP_47FB5004,2026-02-01,SYS_159,AST_09334FDB,0.427225,0,0,60.0
INSP_78AF5C6B,2026-02-01,SYS_187,AST_423F5534,0.26214,0,0,60.0
INSP_19EA677B,2026-02-01,SYS_192,AST_149EEDF0,0.334532,0,0,60.0
INSP_4A939D09,2026-02-02,SYS_030,AST_BC560A24,0.353542,0,0,60.0
INSP_34DF1F2A,2026-02-02,SYS_052,AST_79A75A88,0.248455,0,0,60.0
INSP_FDF58C36,2026-02-02,SYS_058,AST_CC418360,0.197942,0,0,60.0
INSP_9B68C474,2026-02-02,SYS_064,AST_6BB62FDB,-0.149256,0,0,60.0
INSP_DE00FDEB,2026-02-02,SYS_076,AST_F603957B,0.51621,0,0,60.0
INSP_5288129C,2026-02-02,SYS_088,AST_60C93140,0.375551,0,0,60.0
INSP_4DDFFAEA,2026-02-02,SYS_103,AST_E421B8F7,0.497847,0,0,60.0
INSP_E988350D,2026-02-02,SYS_139,AST_594EB63A,0.266914,0,0,60.0
INSP_4CE9F4FE,2026-02-02,SYS_150,AST_4A9758F4,0.281709,0,0,60.0
INSP_E30D5FF4,2026-02-02,SYS_151,AST_0CA6C74F,-0.039692,0,0,60.0
INSP_8DA33B56,2026-02-02,SYS_168,AST_FB44B477,0.593836,0,0,60.0
INSP_51729835,2026-02-02,SYS_178,AST_FB8BAAE3,0.034334,0,0,60.0
INSP_B8724FC2,2026-02-02,SYS_191,AST_28102D1A,0.459986,0,0,60.0
INSP_9C51B484,2026-02-03,SYS_002,AST_8C3021C3,0.230092,0,0,60.0
INSP_E1787E2A,2026-02-03,SYS_042,AST_85108019,0.662402,0,0,60.0
INSP_93E9E3A5,2026-02-03,SYS_057,AST_3260BE22,0.366681,0,0,60.0
INSP_41A5BF6D,2026-02-03,SYS_067,AST_5CA81E57,0.471179,0,0,60.0
INSP_F5E39632,2026-02-03,SYS_071,AST_E62B116D,0.457543,0,0,60.0
INSP_87DEDC48,2026-02-03,SYS_092,AST_A654FA74,0.234381,0,0,60.0
INSP_B23FD726,2026-02-03,SYS_095,AST_F7A145A0,0.240591,0,0,60.0
INSP_83A334CE,2026-02-03,SYS_101,AST_199E4ED5,0.526531,0,0,60.0
INSP_A1EA8DC1,2026-02-03,SYS_104,AST_34B52F7C,0.383593,0,0,60.0
INSP_AB81F5A0,2026-02-03,SYS_108,AST_8823CDE5,0.025046,0,0,60.0
INSP_FBCA5AC4,2026-02-03,SYS_111,AST_9DD15F47,0.231959,0,0,60.0
INSP_C855411C,2026-02-03,SYS_137,AST_CC32FEC1,0.166997,0,0,60.0
INSP_119CB610,2026-02-03,SYS_149,AST_A36B2B62,0.616206,0,0,60.0
INSP_4193C277,2026-02-04,SYS_003,AST_10E8FC0A,0.189577,0,0,60.0
INSP_52EE9164,2026-02-04,SYS_008,AST_18D5AB2B,-0.012842,0,0,60.0
INSP_A320394C,2026-02-04,SYS_016,AST_75491F89,0.533437,0,0,60.0
INSP_3A2B6495,2026-02-04,SYS_029,AST_72182962,0.606253,0,0,60.0
INSP_1104C108,2026-02-04,SYS_032,AST_A2D2456E,0.460435,0,0,60.0
INSP_23B5DDE5,2026-02-04,SYS_046,AST_B6A18F44,0.283513,0,0,60.0
INSP_C6D92041,2026-02-04,SYS_056,AST_1FD22902,0.419817,0,0,60.0
INSP_007C3A87,2026-02-04,SYS_068,AST_E6CD9897,0.074458,0,0,60.0
INSP_6E38B59C,2026-02-04,SYS_070,AST_EF1723A7,-0.209005,0,0,60.0
INSP_1F8DF589,2026-02-04,SYS_115,AST_E485A485,0.349427,0,0,60.0
INSP_D56B342F,2026-02-04,SYS_189,AST_BA2068C4,0.129597,0,0,60.0
INSP_5BD3CC7A,2026-02-05,SYS_035,AST_EC002B8E,0.261239,0,0,60.0
INSP_02A971A8,2026-02-05,SYS_053,AST_1421CD29,0.076635,0,0,60.0
INSP_F17AA61B,2026-02-05,SYS_054,AST_C88F0D7A,0.178977,0,0,60.0
INSP_CEA81C75,2026-02-05,SYS_062,AST_E6F98CD6,0.14817,0,0,60.0
INSP_3EC3A685,2026-02-05,SYS_066,AST_F5795CF8,0.043429,0,0,60.0
INSP_5442E4DF,2026-02-05,SYS_083,AST_35C2C263,-0.215273,0,0,60.0
INSP_737C44C5,2026-02-05,SYS_126,AST_BCC36F08,0.351034,0,0,60.0
INSP_769D6D13,2026-02-05,SYS_127,AST_E66E58BF,0.377376,0,0,60.0
INSP_54505865,2026-02-05,SYS_175,AST_987787EC,0.096097,0,0,60.0
INSP_279AC80D,2026-02-05,SYS_180,AST_ABEDAC5D,0.313899,0,0,60.0
INSP_5B1B1055,2026-02-05,SYS_185,AST_A2B95F2A,0.73694,0,0,60.0
INSP_3FA138AB,2026-02-05,SYS_195,AST_112DC772,0.212408,0,0,60.0
INSP_16F4EC45,2026-02-06,SYS_000,AST_611BCAFE,0.072787,0,0,60.0
INSP_0CE49FD3,2026-02-06,SYS_011,AST_C95E4C36,0.483364,0,0,60.0
INSP_A7BAB323,2026-02-06,SYS_034,AST_898B9A3E,0.487662,0,0,60.0
INSP_25A05201,2026-02-06,SYS_069,AST_2CCCF5B1,0.131276,0,0,60.0
INSP_86361942,2026-02-06,SYS_106,AST_F68C2B16,0.526431,0,0,60.0
INSP_394534F6,2026-02-06,SYS_122,AST_0A8960BD,-0.091616,0,0,60.0
INSP_0454C664,2026-02-06,SYS_145,AST_C80BFBDE,0.190795,0,0,60.0
INSP_5EBFEAEA,2026-02-06,SYS_147,AST_059BC199,0.308474,0,0,60.0
INSP_DE6061BD,2026-02-06,SYS_148,AST_0CAAF0CA,0.070781,0,0,60.0
INSP_6229490C,2026-02-06,SYS_160,AST_EE42B4EE,0.030077,0,0,60.0
INSP_9F4087AE,2026-02-06,SYS_174,AST_0CF3B1AB,0.205133,0,0,60.0
INSP_0828E315,2026-02-07,SYS_047,AST_BFCB2B08,0.237653,0,0,60.0
INSP_7018CDBC,2026-02-07,SYS_080,AST_2CC51A78,0.364031,0,0,60.0
INSP_562E46B2,2026-02-07,SYS_199,AST_92492C9A,0.309064,0,0,60.0
INSP_C69CFE57,2026-02-08,SYS_113,AST_177B93F0,-0.033382,0,0,60.0
INSP_E0A2DD0F,2026-02-09,SYS_028,AST_01BDCD63,0.470086,0,0,60.0
INSP_32DFB3E6,2026-02-09,SYS_074,AST_005C2060,0.459383,0,0,60.0
INSP_F36039DB,2026-02-09,SYS_093,AST_E008ABAF,0.460192,0,0,60.0
INSP_A76FE5B7,2026-02-09,SYS_169,AST_55F0F9F6,0.281778,0,0,60.0
INSP_2AFA013F,2026-02-13,SYS_123,AST_745D2B0D,0.421826,0,0,60.0
INSP_208F8991,2026-02-15,SYS_100,AST_5436F9AF,0.200316,0,0,60.0
INSP_27E1DACD,2026-02-17,SYS_059,AST_1F05FC1B,0.375824,0,0,60.0
INSP_7E4C38CC,2026-02-18,SYS_084,AST_F5A48F47,0.420596,0,0,60.0
INSP_B566837B,2026-02-19,SYS_177,AST_D268BF76,0.556946,0,0,60.0
INSP_8FA9161A,2026-02-19,SYS_193,AST_B624BE5F,0.329606,0,0,60.0
INSP_B0285E81,2026-02-20,SYS_033,AST_78A40885,0.124257,0,0,60.0
INSP_531421FF,2026-02-20,SYS_051,AST_8936EA7E,-0.157763,0,0,60.0
INSP_F0C8DE8D,2026-02-20,SYS_098,AST_336E36C7,0.379355,0,0,60.0
INSP_E16BE064,2026-02-20,SYS_105,AST_7866AE54,0.007682,0,0,60.0
INSP_E62D61CC,2026-02-20,SYS_154,AST_8779BF08,0.286659,0,0,60.0
INSP_2414FC42,2026-02-21,SYS_014,AST_C582AD53,0.334663,0,0,60.0
INSP_01534D34,2026-02-21,SYS_018,AST_D2AAE75F,0.262343,0,0,60.0
INSP_8F41BA33,2026-02-21,SYS_036,AST_ABE04F58,0.26303,0,0,60.0
INSP_9DB20812,2026-02-21,SYS_044,AST_24282EF9,0.419666,0,0,60.0
INSP_14A610D3,2026-02-21,SYS_120,AST_F223BB43,0.073341,0,0,60.0
INSP_62FE21C9,2026-02-21,SYS_157,AST_07151874,0.467863,0,0,60.0
INSP_464191C6,2026-02-22,SYS_024,AST_360766DC,0.247087,0,0,60.0
INSP_CE33DFB0,2026-02-22,SYS_140,AST_82DF0E33,0.868149,0,0,60.0
INSP_A6054FEA,2026-02-23,SYS_006,AST_01B706B3,0.08612,0,0,60.0
INSP_0D774060,2026-02-23,SYS_012,AST_400DB418,0.610057,0,0,60.0
INSP_B43FB0E8,2026-02-23,SYS_037,AST_12C3D6E6,0.55185,0,0,60.0
INSP_172EDB44,2026-02-23,SYS_041,AST_5F735C82,0.573343,0,0,60.0
INSP_668CE40A,2026-02-23,SYS_096,AST_757A2281,0.603447,0,0,60.0
INSP_F85541E0,2026-02-23,SYS_165,AST_849D44BE,0.370856,0,0,60.0
INSP_B0CDAC22,2026-02-23,SYS_176,AST_5DF61EE8,0.651816,0,0,60.0
INSP_9CDF9401,2026-02-24,SYS_015,AST_0CF332F9,0.331451,0,0,60.0
INSP_6F7BC5C6,2026-02-24,SYS_021,AST_47CEED8F,0.451774,0,0,60.0
INSP_FBD7DFAA,2026-02-24,SYS_030,AST_BC560A24,0.559441,0,0,60.0
INSP_043FD661,2026-02-24,SYS_045,AST_71683139,1.008115,0,1,60.0
INSP_34F8FCD8,2026-02-24,SYS_081,AST_2559F2BC,0.429703,0,0,60.0
INSP_0B05D2B9,2026-02-24,SYS_136,AST_46F2626C,0.461598,0,0,60.0
INSP_178C2B82,2026-02-24,SYS_163,AST_67436F82,0.109971,0,0,60.0
INSP_2B8B5EA8,2026-02-25,SYS_013,AST_0D114CD8,0.634895,0,0,60.0
INSP_E5D4CA6C,2026-02-25,SYS_017,AST_06D80C94,0.281465,0,0,60.0
INSP_C79E8E0E,2026-02-25,SYS_020,AST_A7767CC7,0.584419,0,0,60.0
INSP_7B06E23A,2026-02-25,SYS_023,AST_7155CAE3,0.228933,0,0,60.0
INSP_DB1F18FE,2026-02-25,SYS_040,AST_D89EE066,0.369404,0,0,60.0
INSP_6490CF63,2026-02-25,SYS_086,AST_0728AF86,0.412165,0,0,60.0
INSP_CFBB4202,2026-02-25,SYS_112,AST_72528000,0.71944,0,0,60.0
INSP_22312ED1,2026-02-25,SYS_132,AST_B471717C,0.159266,0,0,60.0
INSP_EBB2DBA0,2026-02-25,SYS_183,AST_3AC31DE4,0.230349,0,0,60.0
INSP_3008219A,2026-02-25,SYS_186,AST_5CB7885A,0.279079,0,0,60.0
INSP_D277B4BB,2026-02-26,SYS_043,AST_11D07EA3,0.387092,0,0,60.0
INSP_7BA3289B,2026-02-26,SYS_063,AST_54F1946F,0.464689,0,0,60.0
INSP_C87435CC,2026-02-26,SYS_073,AST_7072115A,0.315747,0,0,60.0
INSP_B0B0F378,2026-02-26,SYS_127,AST_E66E58BF,0.592011,0,0,60.0
INSP_5F5E6CD8,2026-02-26,SYS_162,AST_FA7C66DB,0.464118,0,0,60.0
INSP_45778FB4,2026-02-26,SYS_166,AST_DA889646,0.392043,0,0,60.0
INSP_5E466DA6,2026-02-26,SYS_182,AST_005BCD3C,0.357755,0,0,60.0
INSP_64B5A84D,2026-02-26,SYS_196,AST_83AEE438,0.687943,0,0,60.0
INSP_D8B41D19,2026-02-26,SYS_197,AST_C302525D,0.093462,0,0,60.0
INSP_2C76C808,2026-02-27,SYS_010,AST_BA1E579E,0.687241,0,0,60.0
INSP_FC53429C,2026-02-27,SYS_079,AST_F5251E52,0.334137,0,0,60.0
INSP_E6613D14,2026-02-27,SYS_091,AST_FF3BACB3,0.54608,0,0,60.0
INSP_D430E09E,2026-02-27,SYS_094,AST_DDF229A0,0.349688,0,0,60.0
INSP_05610E4D,2026-02-27,SYS_117,AST_62292464,0.267762,0,0,60.0
INSP_6884C675,2026-02-27,SYS_118,AST_CD01BE37,0.3521,0,0,60.0
INSP_FFEDFF3B,2026-02-27,SYS_119,AST_A9E07DCD,0.519189,0,0,60.0
INSP_F34B4AB2,2026-02-27,SYS_133,AST_36645A9F,0.46742,0,0,60.0
INSP_FDE3C94C,2026-02-27,SYS_137,AST_CC32FEC1,0.514035,0,0,60.0
INSP_51B477C0,2026-02-27,SYS_161,AST_D05D43D5,0.599059,0,0,60.0
INSP_C97A1A94,2026-02-27,SYS_179,AST_65CE1E5F,0.372819,0,0,60.0
INSP_C60F59C3,2026-02-27,SYS_188,AST_0D8C5A64,0.28613,0,0,60.0
INSP_42D92072,2026-02-27,SYS_198,AST_8C8EC664,0.414715,0,0,60.0
INSP_9CDD3401,2026-02-28,SYS_004,AST_34B81456,0.658997,0,0,60.0
INSP_122240F1,2026-02-28,SYS_009,AST_59AE948D,0.312047,0,0,60.0
INSP_326E88AE,2026-02-28,SYS_019,AST_295F6162,0.372965,0,0,60.0
INSP_D83F0202,2026-02-28,SYS_031,AST_9FC6C1DF,0.291921,0,0,60.0
INSP_3C64E2FF,2026-02-28,SYS_038,AST_C09E7897,0.393204,0,0,60.0
INSP_6BE17B45,2026-02-28,SYS_050,AST_F69AFC56,0.697615,0,0,60.0
INSP_318E1920,2026-02-28,SYS_065,AST_C0195FDC,0.61291,0,0,60.0
INSP_D08C3716,2026-02-28,SYS_076,AST_F603957B,0.284118,0,0,60.0
INSP_9D0EE365,2026-02-28,SYS_078,AST_22724B56,0.636669,0,0,60.0
INSP_D4BA81B5,2026-02-28,SYS_101,AST_199E4ED5,0.201567,0,0,60.0
INSP_82E7DB8B,2026-02-28,SYS_141,AST_C841EE03,0.493577,0,0,60.0
INSP_D716CA7E,2026-02-28,SYS_152,AST_A78D477C,0.300752,0,0,60.0
INSP_F34AFC11,2026-02-28,SYS_158,AST_FA571F5C,0.57925,0,0,60.0
INSP_59D63A75,2026-02-28,SYS_164,AST_79E11B35,0.572246,0,0,60.0
INSP_6E4B4EAF,2026-02-28,SYS_171,AST_BFB41487,0.475161,0,0,60.0
INSP_E187B40D,2026-02-28,SYS_172,AST_ADEC264C,0.306878,0,0,60.0
INSP_5B943844,2026-03-01,SYS_001,AST_5733BC75,0.68811,0,0,60.0
INSP_CC5B650E,2026-03-01,SYS_056,AST_1FD22902,0.713327,0,0,60.0
INSP_5D91C5E0,2026-03-01,SYS_085,AST_BC13EB44,0.425756,0,0,60.0
INSP_B07E912E,2026-03-01,SYS_114,AST_71208FE4,0.292548,0,0,60.0
INSP_D5CAFC5C,2026-03-01,SYS_134,AST_513E84BA,0.45221,0,0,60.0
INSP_584026DE,2026-03-01,SYS_142,AST_A42F6532,0.255925,0,0,60.0
INSP_78C3141B,2026-03-01,SYS_147,AST_059BC199,0.073119,0,0,60.0
INSP_58B28BFC,2026-03-01,SYS_155,AST_EB9D2923,0.827513,0,0,60.0
INSP_2D0373AA,2026-03-01,SYS_170,AST_41E4C47D,0.578714,0,0,60.0
INSP_96EF0EE4,2026-03-01,SYS_187,AST_423F5534,0.471738,0,0,60.0
INSP_E8B7EFCA,2026-03-02,SYS_005,AST_2355582B,0.478268,0,0,60.0
INSP_B6B11DC1,2026-03-02,SYS_027,AST_F62C7205,0.358082,0,0,60.0
INSP_57916233,2026-03-02,SYS_039,AST_0C2D90D2,0.302324,0,0,60.0
INSP_7DE8A1BE,2026-03-02,SYS_048,AST_B7D85950,0.2218,0,0,60.0
INSP_042765A6,2026-03-02,SYS_055,AST_65BC7AF4,0.400348,0,0,60.0
INSP_FB009072,2026-03-02,SYS_058,AST_CC418360,0.533999,0,0,60.0
INSP_516666B8,2026-03-02,SYS_067,AST_5CA81E57,0.38594,0,0,60.0
INSP_5EE6AFD7,2026-03-02,SYS_072,AST_2677C73B,0.391251,0,0,60.0
INSP_43F92422,2026-03-02,SYS_075,AST_E60AAA9C,0.256364,0,0,60.0
INSP_62291D88,2026-03-02,SYS_082,AST_677BB75C,0.342909,0,0,60.0
